audit_index,rating_id,set_bucket,expected_demucs_label,audio_path,scoring_seed
39,aprime_0457_1718368b4a0e,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0457_1718368b4a0e.flac,1871547472
40,aprime_0311_b51e6eaab5cc,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0311_b51e6eaab5cc.wav,2311476590
41,aprime_0570_e6aa58736a3d,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0570_e6aa58736a3d.wav,3224838737
42,aprime_0318_aff50034eabd,detector_disagreement_112,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0318_aff50034eabd.wav,781826002
43,aprime_0458_e87ad357f1dc,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0458_e87ad357f1dc.flac,166912671
44,aprime_0683_4ccc666fc57d,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0683_4ccc666fc57d.flac,396849270
45,aprime_0355_ccb3165452d3,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0355_ccb3165452d3.flac,3591087730
46,aprime_0141_df3cb4cf5301,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0141_df3cb4cf5301.flac,4178893478
47,aprime_0281_36a3b49e6073,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0281_36a3b49e6073.wav,3763908383
48,aprime_0018_39e73630f43c,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0018_39e73630f43c.wav,3222055600
49,aprime_0434_45584248d7cc,detector_disagreement_112,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0434_45584248d7cc.wav,2113154253
50,aprime_0151_ba0b2687d533,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0151_ba0b2687d533.flac,640310250
51,aprime_0030_61dd0835fc9a,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0030_61dd0835fc9a.flac,3822194498
52,aprime_0207_2ca80d663cfc,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0207_2ca80d663cfc.flac,190647436
53,aprime_0345_32c4175a4bb6,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0345_32c4175a4bb6.flac,2513254114
54,aprime_0282_16cf52f5ed06,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0282_16cf52f5ed06.wav,1447480681
55,aprime_0321_f0230ca0f72e,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0321_f0230ca0f72e.wav,102599068
56,aprime_0153_10b8552cf5af,detector_disagreement_112,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0153_10b8552cf5af.wav,633232470
57,aprime_0415_fca707c18fa5,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0415_fca707c18fa5.flac,4294540513
58,aprime_0436_daf6a5405dcc,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0436_daf6a5405dcc.flac,1447899689
59,aprime_0025_4725363a9ad7,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0025_4725363a9ad7.flac,1997906523
60,aprime_0445_dc29debc223e,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0445_dc29debc223e.flac,3726466494
61,aprime_0347_c1e3b56da474,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0347_c1e3b56da474.wav,1847375503
62,aprime_0194_2fece6846043,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0194_2fece6846043.wav,890122743
63,aprime_0451_f2a3046bab38,detector_disagreement_112,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0451_f2a3046bab38.wav,2667475010
64,aprime_0301_c2054a7fdca5,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0301_c2054a7fdca5.flac,2005108380
65,aprime_0646_f66fc773deb4,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0646_f66fc773deb4.flac,2243331997
66,aprime_0417_545e4a6c110c,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0417_545e4a6c110c.flac,959494323
67,aprime_0519_79628d003084,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0519_79628d003084.flac,1828949559
68,aprime_0242_d75f2ac745df,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0242_d75f2ac745df.wav,1616897987
69,aprime_0071_a6902228de1a,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0071_a6902228de1a.wav,95102970
70,aprime_0304_6033f5316189,detector_disagreement_112,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0304_6033f5316189.wav,200861516
71,aprime_0572_de34dd4a9828,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0572_de34dd4a9828.flac,564163798
72,aprime_0396_d8376f888286,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0396_d8376f888286.flac,3939481540
73,aprime_0279_181c7f10c98f,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0279_181c7f10c98f.flac,545074660
74,aprime_0340_d535c8110c05,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0340_d535c8110c05.flac,2438578618
75,aprime_0529_8e2c9a3cee0a,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0529_8e2c9a3cee0a.wav,1616410118
76,aprime_0123_65afee322263,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0123_65afee322263.wav,1154006320
77,aprime_0066_863db45703ed,detector_disagreement_112,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0066_863db45703ed.wav,3811553107
78,aprime_0405_268bd5265d8e,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0405_268bd5265d8e.flac,2257743361
79,aprime_0154_344e9c576e84,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0154_344e9c576e84.flac,3435008171
80,aprime_0128_2ba642aa7971,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0128_2ba642aa7971.flac,3646443160
81,aprime_0217_34ef2132d1e9,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0217_34ef2132d1e9.flac,1397059973
82,aprime_0538_8bc15fc6a73b,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0538_8bc15fc6a73b.wav,494265174
83,aprime_0013_787b3b17faad,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0013_787b3b17faad.wav,795615636
84,aprime_0450_30f99bdb26e3,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0450_30f99bdb26e3.flac,2960078436
85,aprime_0673_e568f5b2e93e,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0673_e568f5b2e93e.flac,3968696082
86,aprime_0669_a61675a50dd2,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0669_a61675a50dd2.flac,1831906335
87,aprime_0200_9bb4ac35bf8c,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0200_9bb4ac35bf8c.flac,1757594526
88,aprime_0656_10c9239a727c,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0656_10c9239a727c.wav,3627198023
89,aprime_0101_a0d29cf558ff,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0101_a0d29cf558ff.wav,1856222812
90,aprime_0614_0639947cd40b,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0614_0639947cd40b.flac,3320614961
91,aprime_0590_0e185a20ef58,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0590_0e185a20ef58.flac,3182693626
92,aprime_0539_e69e017f0725,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0539_e69e017f0725.flac,1444221945
93,aprime_0266_8953474d89dd,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0266_8953474d89dd.flac,1336096904
94,aprime_0109_dd82db742d14,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0109_dd82db742d14.wav,3746685125
95,aprime_0647_92e26629e8be,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0647_92e26629e8be.wav,4211934931
96,aprime_0120_d6228d2f0283,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0120_d6228d2f0283.flac,1153652878
97,aprime_0600_ecd8bddf55e3,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0600_ecd8bddf55e3.flac,2878388489
98,aprime_0339_eb78e331a489,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0339_eb78e331a489.flac,3587532062
99,aprime_0551_d444726afcc5,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0551_d444726afcc5.flac,682274841
100,aprime_0534_77fb5f4d206c,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0534_77fb5f4d206c.wav,307655965
101,aprime_0253_0c49c4ef352f,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0253_0c49c4ef352f.wav,3145548288
102,aprime_0087_9db027afddca,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0087_9db027afddca.flac,696897450
103,aprime_0197_8ebaf6d67812,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0197_8ebaf6d67812.flac,1596794137
104,aprime_0019_c0a7a0cb8433,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0019_c0a7a0cb8433.flac,894512211
105,aprime_0671_0cca665ef8c3,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0671_0cca665ef8c3.flac,2236349400
106,aprime_0045_5a7b34ed6e73,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0045_5a7b34ed6e73.wav,3828866641
107,aprime_0104_48bbf5a928f5,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0104_48bbf5a928f5.wav,2647656402
108,aprime_0051_63864ca8c042,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0051_63864ca8c042.flac,1984337983
109,aprime_0441_ba8caca5699d,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0441_ba8caca5699d.flac,549475562
110,aprime_0406_f50060ff9d0b,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0406_f50060ff9d0b.flac,3739865157
111,aprime_0566_1e2277c399d0,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0566_1e2277c399d0.flac,1990440450
112,aprime_0199_0b332e9c48bb,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0199_0b332e9c48bb.wav,4111088372
113,aprime_0069_58b473a79c94,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0069_58b473a79c94.wav,3655026433
114,aprime_0644_d370ede41172,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0644_d370ede41172.flac,2670647754
115,aprime_0515_55e69598f51a,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0515_55e69598f51a.flac,2534592325
116,aprime_0485_eaf3b53cd93c,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0485_eaf3b53cd93c.flac,204994432
117,aprime_0029_d2687aa42c80,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0029_d2687aa42c80.flac,4024703867
118,aprime_0678_0359e11aa43e,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0678_0359e11aa43e.wav,2393415615
119,aprime_0399_c408c8caeb94,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0399_c408c8caeb94.wav,125423682
120,aprime_0367_865a227d0643,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0367_865a227d0643.flac,506339701
121,aprime_0493_09ec62604c41,rare_basin_48,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0493_09ec62604c41.flac,3236134577
122,aprime_0076_711e802aa637,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0076_711e802aa637.flac,2630655224
123,aprime_0268_f9484e33acdf,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0268_f9484e33acdf.flac,101685902
124,aprime_0508_7023bce96948,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0508_7023bce96948.wav,2868743773
125,aprime_0186_974bb909f260,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0186_974bb909f260.wav,4213931628
126,aprime_0567_07c3ec3b4c72,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0567_07c3ec3b4c72.flac,3659226924
127,aprime_0131_0eb4beb64c40,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0131_0eb4beb64c40.flac,1269038392
128,aprime_0568_e10f7a4a5f36,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0568_e10f7a4a5f36.flac,2922759162
129,aprime_0009_29c5a77f0573,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0009_29c5a77f0573.wav,567810321
130,aprime_0502_95ced68c584f,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0502_95ced68c584f.wav,1790447700
131,aprime_0037_7370940bf1a8,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0037_7370940bf1a8.flac,104947478
132,aprime_0666_71116042238a,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0666_71116042238a.flac,2227021680
133,aprime_0213_5c3b048f3226,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0213_5c3b048f3226.flac,3872973419
134,aprime_0620_236a995d6151,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0620_236a995d6151.wav,2350023702
135,aprime_0092_0f4aaa6c5077,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0092_0f4aaa6c5077.wav,2998205722
136,aprime_0206_3e7faf12cf26,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0206_3e7faf12cf26.flac,355290041
137,aprime_0238_1112256fe502,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0238_1112256fe502.flac,1914584748
138,aprime_0005_9d75ac5a9a2f,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0005_9d75ac5a9a2f.flac,1290333932
139,aprime_0072_8bbd84c662c3,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0072_8bbd84c662c3.wav,2802445245
140,aprime_0366_9e753224479c,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0366_9e753224479c.wav,1711747477
141,aprime_0599_fd0ddd8ffc16,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0599_fd0ddd8ffc16.flac,2297176316
142,aprime_0097_06b0ebb90ff5,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0097_06b0ebb90ff5.flac,1947111274
143,aprime_0189_bcdf8b205064,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0189_bcdf8b205064.flac,3711569264
144,aprime_0560_b05493151a2a,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0560_b05493151a2a.wav,2258516118
145,aprime_0648_b632fdc8b8b2,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0648_b632fdc8b8b2.wav,4210334781
146,aprime_0356_e96e6b9403ea,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0356_e96e6b9403ea.flac,651083785
147,aprime_0576_f2547282e77b,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0576_f2547282e77b.flac,2500963501
148,aprime_0672_0428636b4344,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0672_0428636b4344.flac,3223591012
149,aprime_0126_a6a45628d4c6,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0126_a6a45628d4c6.wav,1849507550
150,aprime_0490_55ab8e50a996,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0490_55ab8e50a996.wav,4122490559
151,aprime_0418_381620104ef8,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0418_381620104ef8.flac,1557629253
152,aprime_0285_912f0ed93c92,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0285_912f0ed93c92.flac,3507336368
153,aprime_0463_6889b6d9c510,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0463_6889b6d9c510.flac,459385764
154,aprime_0089_0605fcbde128,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0089_0605fcbde128.wav,3723037856
155,aprime_0651_ca2b2105628f,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0651_ca2b2105628f.wav,1761689697
156,aprime_0474_0952ccd5b41b,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0474_0952ccd5b41b.flac,4089866991
157,aprime_0227_8bc50d96e173,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0227_8bc50d96e173.flac,2579588840
158,aprime_0575_1531665daad5,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0575_1531665daad5.flac,2406125953
159,aprime_0604_4689a2a5a637,agreement_spotcheck_30,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0604_4689a2a5a637.wav,2345912053
160,aprime_0421_dac3243f8e5f,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0421_dac3243f8e5f.wav,3486100591
161,aprime_0452_2a25e418359d,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0452_2a25e418359d.flac,906357679
162,aprime_0443_7768d3c81606,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0443_7768d3c81606.flac,2915140455
163,aprime_0466_aa81a4a49f1f,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0466_aa81a4a49f1f.flac,4153873834
164,aprime_0462_c4e504aa2898,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0462_c4e504aa2898.wav,4214468618
165,aprime_0471_c8d3ce354559,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0471_c8d3ce354559.flac,1127606206
166,aprime_0343_e51760b14238,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0343_e51760b14238.flac,6968180
167,aprime_0542_5c9105e2a1dd,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0542_5c9105e2a1dd.flac,43549391
168,aprime_0162_8bfe80d445ae,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0162_8bfe80d445ae.wav,1153904109
169,aprime_0652_9cbc424a39c7,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0652_9cbc424a39c7.flac,3755497765
170,aprime_0668_ddfd03424905,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0668_ddfd03424905.flac,2231728723
171,aprime_0360_6316b5c797ae,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0360_6316b5c797ae.flac,1728624028
172,aprime_0503_7bde6b74b0bd,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0503_7bde6b74b0bd.wav,4018207874
173,aprime_0256_ed28eaa9f22c,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0256_ed28eaa9f22c.flac,4185904393
174,aprime_0239_f7b8479d246f,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0239_f7b8479d246f.flac,2720585319
175,aprime_0316_2016f0766420,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0316_2016f0766420.flac,4081426792
176,aprime_0403_40521083e3a1,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0403_40521083e3a1.wav,2767250046
177,aprime_0237_5fce794f620c,rare_basin_48,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0237_5fce794f620c.flac,1582694929
178,aprime_0350_62fe49cd4ee3,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0350_62fe49cd4ee3.flac,2361338809
