canonical_clip_id,record_id,prompt_id,candidate_index,candidate_seed,media_path,media_sha256,request_mode,requested_vocal,demucs_score,panns_score,promoted_present,score_to_threshold_ratio,source_family,eligibility_rule,prompt_representative,prompt_frame_count,inclusion_probability,sampling_rank,selected,topup_order
held_out_0231__cand02,e9c54f8c80d9b12e69691f31,held_out_0231,2,2026539702,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0231/candidate_02_seed2026539702.wav,222fc6d3376039e8330b33fffcc6c63f119f6ab1d723ab58be7e65848cf9d249,instrumental,0,1.4766773119845311e-06,0.011476951651275158,0,0.2606376001468995,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,11,1,11
dev_0028__cand01,f24f3e4525ccd0be6aec3dd3,dev_0028,1,2026080701,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0028/candidate_01_seed2026080701.wav,cb43f344748d31ea846dc48e4f3fb58a4dcd63eb6c9eade6b17cc1bb7921dcc6,instrumental,0,1.7532195215608226e-06,0.01594485528767109,0,0.36210214551234576,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,12,1,12
dev_0022__cand02,5a2481b3579486b54e52e9d8,dev_0022,2,2026074702,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0022/candidate_02_seed2026074702.wav,d777ccc3170ab1354f343966e3badd67a468047b2e21e3cecf796901b1cfe36a,instrumental,0,1.258533075088053e-06,0.010046415962278843,0,0.22815062971838293,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,13,1,13
dev_0223__cand04,17fb53f7b771ef53f714fe4c,dev_0223,4,2026275704,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0223/candidate_04_seed2026275704.wav,e4a999f3b46e84697f3d9b688e7b4eed4dcd1d4caebb1b5627e6bacc4afb330e,instrumental,0,3.408372140256688e-05,0.011485702358186245,0,0.26083632567247417,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,14,1,14
dev_0160__cand05,46983aaf1331486fba0944a0,dev_0160,5,2026212705,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0160/candidate_05_seed2026212705.wav,39e69e1a17f4241f23f4432bc9d4339100065748cc7d29337da9ea89d3e01dd9,instrumental,0,2.983851345561561e-06,0.015478558838367462,0,0.3515127145208843,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,15,1,15
held_out_0241__cand05,9059bf663577bbfec688cf6c,held_out_0241,5,2026549705,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0241/candidate_05_seed2026549705.wav,559c7303148adf034517f68078fd585bb6efa5e2105652d42f35a75ed8cff523,instrumental,0,5.7717854360817e-05,0.018222136422991753,0,0.41381841199185454,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,16,1,16
dev_0045__cand02,115b1ed38cd393ce5f749f52,dev_0045,2,2026097702,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0045/candidate_02_seed2026097702.wav,6e52808fb8894ba3f5735b6c91b57d772c92f12cbf4da2333bed10e58ccf2723,instrumental,0,4.046072717756033e-06,0.00962116289883852,0,0.21849327981590352,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,17,1,17
dev_0088__cand01,13626675070c03a42a5a8e40,dev_0088,1,2026140701,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0088/candidate_01_seed2026140701.wav,e434033ee51bac6ea7ffb88b4c23cd6cea7d034a613b4d9af2e5dac87780e023,instrumental,0,0.004124372266232967,0.017630262300372124,0,0.40037715549832453,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,18,1,18
held_out_0074__cand04,b7184b9ee2ad8534a5e0dbe9,held_out_0074,4,2026382704,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0074/candidate_04_seed2026382704.wav,24cae6a851513f1f34b492ae172f675f3526a5493b855b58ff333a4e3a5100c1,instrumental,0,1.909543698275229e-06,0.013844039291143417,0,0.31439334126515234,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,19,1,19
held_out_0222__cand03,d102285774e37dfb600e3342,held_out_0222,3,2026530703,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0222/candidate_03_seed2026530703.wav,02becd50210572f69c191af268d09259ee2e6e420608d9c7833491998192ffcd,instrumental,0,4.087989054823993e-06,0.010621954686939716,0,0.24122091497749618,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,20,1,20
held_out_0028__cand05,7cdbd47f36757a687aee3a52,held_out_0028,5,2026336705,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0028/candidate_05_seed2026336705.wav,284459f4b3f9aaae1f5d912c55cfbd00bdbdc619cb2a589cbee9d692a645d4b8,instrumental,0,3.219853533664718e-05,0.018970461562275887,0,0.43081261693049266,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,21,1,21
held_out_0132__cand02,23fc4d49bea7947435530bfc,held_out_0132,2,2026440702,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0132/candidate_02_seed2026440702.wav,3facbd861f7fd081cf1b9f905e45cd1da474103a09840131cbecafc1d5ae517b,instrumental,0,2.6320237793697743e-06,0.018006213009357452,0,0.40891486599330384,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,22,1,22
held_out_0061__cand07,860bf3228166ac672747a572,held_out_0061,7,2026369707,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0061/candidate_07_seed2026369707.wav,bb0592c8aaca47bf8d9f7d01e80ddfb438cd7a0cab5b6e7bf9f1f1fa9cf7e649,instrumental,0,3.1886777378531406e-06,0.018625754863023758,0,0.4229844470838721,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,23,1,23
dev_0113__cand00,47f842004bc53cba916935ba,dev_0113,0,2026165700,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0113/candidate_00_seed2026165700.wav,b0bc6b1035082452ce1e0ac5635e10be230a5b4895c95157f8960c69538a2258,instrumental,0,7.805138011462986e-06,0.01544938888400793,0,0.35085027495228877,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,24,1,24
dev_0144__cand03,af29a54ec35e140427f551c8,dev_0144,3,2026196703,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0144/candidate_03_seed2026196703.wav,66d7358018cf15c3ddb7ea622e75b37306586ae5ca837735bc87d9964a1e6fc4,instrumental,0,3.5152709187968867e-06,0.010634450241923332,0,0.24150468470681027,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,25,1,25
held_out_0235__cand06,1e86e6a6f987025c85d88518,held_out_0235,6,2026543706,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0235/candidate_06_seed2026543706.wav,f1c84bfc7c5dc80aea2d47a1ba7b623747166d243126996258abbfbee1c34f7b,instrumental,0,2.3600348413310712e-06,0.01311280857771635,0,0.2977873448218232,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,26,1,26
held_out_0116__cand07,800d661f62b7361d028f146c,held_out_0116,7,2026424707,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0116/candidate_07_seed2026424707.wav,435429b10f67dad523443c979f7cab5054ab5a1c670f848cd09ffbb4e7dcd107,instrumental,0,1.3447192941384856e-06,0.01135803572833538,0,0.25793706069042865,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,27,1,27
dev_0030__cand04,4cbdcc812bab07575e44b9dd,dev_0030,4,2026082704,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0030/candidate_04_seed2026082704.wav,183b1eaa12ae0756cf512d45cc28982657da5e79c850527efaa5c887b96d2732,instrumental,0,5.012987912778044e-06,0.01967926137149334,0,0.44690921530193317,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,28,1,28
held_out_0060__cand07,831c9b86cc91bcd66b6220e2,held_out_0060,7,2026368707,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0060/candidate_07_seed2026368707.wav,77aabc3695e72b526cf8baa6a68872d21b0b30e3be700b412199e301bc05547e,instrumental,0,6.274060524447123e-06,0.01826457493007183,0,0.4147821758008569,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,29,1,29
dev_0243__cand04,24143e1da900e51f88a9304b,dev_0243,4,2026295704,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0243/candidate_04_seed2026295704.wav,7219948782e2b62ea2f79c8265f5f2918c19179e4bc0670055b5d9de64245cd8,instrumental,0,0.008708604611456394,0.01479419693350792,0,0.33597109250013335,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,30,1,30
dev_0019__cand05,ffd89d7c9f3d8ec2010d5561,dev_0019,5,2026071705,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0019/candidate_05_seed2026071705.wav,262f560eacca5d82b2ce358e9be7f86692dc17630038cb6721ce07ec26cc202a,instrumental,0,0.00019076548051089048,0.014410198666155338,0,0.32725062473966976,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,31,1,31
dev_0015__cand02,97c6a2941bfa8936f171c9d8,dev_0015,2,2026067702,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0015/candidate_02_seed2026067702.wav,2b589c541e4c5ced4acbc3fd06e849c8ce240b73c4ee410fa7078e06979dee13,instrumental,0,0.00012970887473784387,0.021676335483789444,0,0.4922620772604066,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,32,1,32
dev_0078__cand06,c8a31ebfb7b9c54f888dcff4,dev_0078,6,2026130706,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0078/candidate_06_seed2026130706.wav,9b18d3e0987d6f40a1c82f6c5a0181c128c6f853e129a301cbe9100cbbbd5696,instrumental,0,0.0006799690308980644,0.011204715818166733,0,0.2544552185902526,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,33,1,33
held_out_0076__cand03,06515cec5bf9e622160fc574,held_out_0076,3,2026384703,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0076/candidate_03_seed2026384703.wav,ce9c8c63dba56f1cb641d48f0e9636701d2f9f6135b6ac743c19654b2707f098,instrumental,0,1.9417623207118595e-06,0.013459249399602413,0,0.3056548959933288,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,34,1,34
dev_0005__cand00,88ed92bcdfa5922e6b5546a7,dev_0005,0,2026057700,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0005/candidate_00_seed2026057700.wav,30779da68ed0c8ef4a2d8fd19fcdb4cafba30834e0af3569fc4b47e85438c614,instrumental,0,1.672914731898345e-05,0.012151273898780346,0,0.2759512250235791,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,35,1,35
dev_0218__cand07,21d60a3e6861299f435cbb3c,dev_0218,7,2026270707,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0218/candidate_07_seed2026270707.wav,18cec51567d1f7572a31800d6cbc63ccc59de5b3b1cc1374fd564de04acb8c29,instrumental,0,8.813889280645526e-07,0.012629675678908825,0,0.28681556388875484,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,36,1,36
dev_0136__cand00,e31864d23b2a574d9cce6525,dev_0136,0,2026188700,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0136/candidate_00_seed2026188700.wav,fd06320e5fbb8d2bc3405cb5768fd802315b23ada8e32624e372248b0e267990,instrumental,0,2.1278790882206522e-05,0.01635691337287426,0,0.37145984202547416,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,37,1,37
dev_0188__cand04,03692f30d12789df8e8f9c1b,dev_0188,4,2026240704,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0188/candidate_04_seed2026240704.wav,a3ecbc0941e5766d4bc9e8bb2e96d406c7549ba636739465006da829523f202d,instrumental,0,0.0003406030882615596,0.011102274991571903,0,0.25212882287020316,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,38,1,38
dev_0212__cand03,9f52db0151cd4d46c13a4e52,dev_0212,3,2026264703,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0212/candidate_03_seed2026264703.wav,0f5736767ec4f18306ecbc3d2dce0b6b4ad5cf40a39a1877011a0a9be00859ca,instrumental,0,3.226621265639551e-05,0.01043426338583231,0,0.23695851048408278,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,39,1,39
dev_0095__cand07,80ffaa9d2fc96544cf60a705,dev_0095,7,2026147707,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0095/candidate_07_seed2026147707.wav,4326dc970c2f879eed67e8a7e4828707ec6dad633ec54a5ce15cdb76813b6e94,instrumental,0,1.533926706542843e-06,0.01420745812356472,0,0.3226464571802963,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,40,1,40
held_out_0098__cand01,5056ab831c1d4af9206a1434,held_out_0098,1,2026406701,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0098/candidate_01_seed2026406701.wav,e71a6380623a92efcc3e5f07f5bce192e6574af7ebe8b09567244f534fc41249,instrumental,0,3.6829535474680597e-06,0.008757264353334904,0,0.1988744428187604,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,41,0,
dev_0010__cand01,7bc51618bcda6251de6249e2,dev_0010,1,2026062701,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0010/candidate_01_seed2026062701.wav,14d154a3087016a1860811dd38b58a1a21f418a8c09a4b8ce3586f8096b28b79,instrumental,0,3.503007519611856e-06,0.01401904784142971,0,0.31836772487656534,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,42,0,
held_out_0238__cand05,1df8e0b96c5b034042c8423c,held_out_0238,5,2026546705,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0238/candidate_05_seed2026546705.wav,40c23c1f43f1911ada6f2e428b895e9807f6dc4df1163c01b3026a56cf21fffd,instrumental,0,1.7553069255882292e-06,0.015701865777373314,0,0.35658393782539033,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,43,0,
dev_0206__cand03,5a6f71eb66cbe5b2842adec7,dev_0206,3,2026258703,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0206/candidate_03_seed2026258703.wav,ce6cc24cfca5936c8fa789f0158026db1b8d8ed379f5035846e527ec71ead4c8,instrumental,0,2.0392981241457164e-06,0.0188601054251194,0,0.42830646724685667,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,44,0,
held_out_0058__cand06,16e7d7bbd71dd8bdab917706,held_out_0058,6,2026366706,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0058/candidate_06_seed2026366706.wav,d00e30c1c70f9e1826ed236d2dc3db14c180555d0dac9d93e2779ee2e967fae6,instrumental,0,1.7366609199598315e-06,0.018831627443432808,0,0.4276597421381911,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,45,0,
held_out_0105__cand07,8d2adb2c155b5f573112e316,held_out_0105,7,2026413707,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0105/candidate_07_seed2026413707.wav,fadb6c5af27196fabd47195395e5599978eb653ea83af9265fc3de4fd1abfa22,instrumental,0,6.165087143017445e-06,0.02016797848045826,0,0.4580078117151362,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,46,0,
dev_0162__cand02,afc576f3eff8776f031cbd98,dev_0162,2,2026214702,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0162/candidate_02_seed2026214702.wav,9021c2949c647aae5fb2408520a1982fde8b6566d95012eda1f080ed349a628a,instrumental,0,1.2232753761054482e-06,0.011570882052183151,0,0.2627707270448224,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,47,0,
dev_0032__cand04,d5a680933727a61631f3b4ed,dev_0032,4,2026084704,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0032/candidate_04_seed2026084704.wav,312185aa41b552d47faff9651d52255c3585c599043fe21e9b74ef5ff41155d2,instrumental,0,9.265756375498313e-07,0.014672020450234413,0,0.3331965068468727,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,48,0,
dev_0036__cand07,14f8ba02cddc4855527a02b7,dev_0036,7,2026088707,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0036/candidate_07_seed2026088707.wav,83f4672693085243c4966086a5016010ea0a8b41d48911faf6c130e615633a6e,instrumental,0,0.0009121184702962637,0.010664217174053192,0,0.2421806814339726,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,1,149,0.2684563758389262,49,0,
