prompt_id,requested_vocal,prompt_split,promoted_violation_rate,corrected_evpd_mean_risk,risk_score,genre,tempo_bin,prompt_specificity,structure_complexity,language,pilot_stratum,gate0_excluded
dev_0075,1,train,0.0,0.0774341886264611,0.03871709431323055,rock,fast_120_160,medium,complex_multi_section,en,vocal_request,0
dev_0076,0,train,1.0,0.9138330217732906,0.9569165108866453,metal,fast_120_160,broad,complex_multi_section,en,high_risk_instrumental,0
dev_0077,1,val,0.0,0.2086605105904807,0.10433025529524036,hip_hop,very_fast_160_plus,specific,AABA,zh,vocal_request,0
dev_0078,0,val,0.375,0.45333886299941595,0.414169431499708,classical,slow_60_90,specific,verse_chorus,en,medium_risk_instrumental,0
dev_0079,0,train,0.125,0.3775277353244959,0.25126386766224795,classical,slow_60_90,medium,simple_AB,en,low_risk_instrumental,0
dev_0080,0,train,0.5,0.49789555801827207,0.498947779009136,classical,med_90_120,medium,simple_AB,en,medium_risk_instrumental,0
dev_0081,1,train,0.0,0.01844887264430324,0.00922443632215162,pop,med_90_120,medium,verse_chorus,en,vocal_request,0
dev_0082,1,val,0.0,0.07263103713940136,0.03631551856970068,rock,slow_60_90,broad,verse_chorus,en,vocal_request,0
dev_0083,0,train,1.0,0.9069920276498235,0.9534960138249118,rock,fast_120_160,broad,AABA,en,high_risk_instrumental,0
dev_0084,1,train,0.0,0.01872988218722002,0.00936494109361001,folk,slow_60_90,broad,AABA,en,vocal_request,0
dev_0085,0,train,0.5,0.7578525803268035,0.6289262901634017,electronic,very_fast_160_plus,broad,simple_AB,en,medium_risk_instrumental,0
dev_0086,1,train,0.0,0.282994670811944,0.141497335405972,folk,very_fast_160_plus,specific,simple_AB,ja,vocal_request,0
dev_0087,0,train,0.875,0.8422178404198379,0.858608920209919,electronic,fast_120_160,medium,simple_AB,en,high_risk_instrumental,0
dev_0088,0,train,0.5,0.6934168793532329,0.5967084396766165,jazz,fast_120_160,medium,verse_chorus,en,medium_risk_instrumental,0
dev_0089,1,val,0.0,0.03885852228958888,0.01942926114479444,pop,med_90_120,medium,complex_multi_section,en,vocal_request,0
dev_0090,1,train,0.0,0.20997405653479234,0.10498702826739617,rock,very_fast_160_plus,medium,complex_multi_section,en,vocal_request,0
dev_0091,1,train,0.0,0.04566074414471556,0.02283037207235778,metal,slow_60_90,specific,AABA,en,vocal_request,0
dev_0092,1,train,0.0,0.15751107498947875,0.07875553749473937,folk,med_90_120,specific,verse_chorus,en,vocal_request,0
dev_0093,1,train,0.0,0.038662013268971965,0.019331006634485982,rock,med_90_120,medium,complex_multi_section,en,vocal_request,0
dev_0094,1,val,0.0,0.0558405124516596,0.0279202562258298,electronic,slow_60_90,broad,simple_AB,en,vocal_request,0
dev_0095,0,val,0.5,0.7234255026526987,0.6117127513263494,classical,med_90_120,broad,simple_AB,en,medium_risk_instrumental,0
dev_0096,1,train,0.0,0.09735270315528073,0.048676351577640366,electronic,very_fast_160_plus,medium,complex_multi_section,en,vocal_request,0
dev_0097,1,train,0.0,0.2758340216999353,0.13791701084996766,jazz,very_fast_160_plus,specific,complex_multi_section,en,vocal_request,0
dev_0098,1,train,0.0,0.06951869998319024,0.03475934999159512,pop,slow_60_90,specific,AABA,en,vocal_request,0
dev_0099,1,train,0.0,0.05896860408487055,0.029484302042435274,pop,fast_120_160,specific,simple_AB,en,vocal_request,0
dev_0100,1,train,0.0,0.04701690381480822,0.02350845190740411,folk,slow_60_90,specific,verse_chorus,en,vocal_request,0
dev_0101,1,train,0.0,0.06101477978967472,0.03050738989483736,electronic,med_90_120,medium,AABA,en,vocal_request,0
dev_0102,1,train,0.0,0.00021657819485942443,0.00010828909742971221,pop,med_90_120,broad,complex_multi_section,en,vocal_request,0
dev_0103,0,val,0.375,0.5107062301877107,0.44285311509385533,classical,fast_120_160,broad,complex_multi_section,en,medium_risk_instrumental,1
dev_0104,0,train,1.0,0.9255768184208689,0.9627884092104344,jazz,very_fast_160_plus,broad,AABA,en,high_risk_instrumental,0
dev_0105,1,train,0.0,0.04118190977499233,0.020590954887496165,rock,slow_60_90,broad,verse_chorus,en,vocal_request,0
dev_0106,1,train,0.0,0.004627987104089743,0.0023139935520448715,pop,fast_120_160,broad,AABA,en,vocal_request,0
dev_0107,1,train,0.0,0.04824771486401491,0.024123857432007456,metal,very_fast_160_plus,broad,complex_multi_section,en,vocal_request,0
dev_0108,1,train,0.0,0.016036418607876836,0.008018209303938418,jazz,very_fast_160_plus,medium,complex_multi_section,en,vocal_request,0
dev_0109,1,train,0.0,0.03116516518059589,0.015582582590297945,folk,slow_60_90,specific,verse_chorus,en,vocal_request,0
dev_0110,1,train,0.0,0.017395812004114115,0.008697906002057058,electronic,fast_120_160,specific,simple_AB,en,vocal_request,0
dev_0111,1,val,0.0,0.03958808222405054,0.01979404111202527,hip_hop,very_fast_160_plus,broad,complex_multi_section,en,vocal_request,0
dev_0112,1,train,0.0,0.011234692972908819,0.005617346486454409,pop,very_fast_160_plus,specific,complex_multi_section,en,vocal_request,0
dev_0113,0,train,0.875,0.710153881427719,0.7925769407138594,metal,very_fast_160_plus,broad,verse_chorus,en,high_risk_instrumental,0
dev_0114,1,val,0.0,0.17322366292471386,0.08661183146235693,hip_hop,slow_60_90,medium,simple_AB,en,vocal_request,0
dev_0115,0,train,0.625,0.5399761992184893,0.5824880996092446,electronic,very_fast_160_plus,specific,verse_chorus,en,medium_risk_instrumental,0
dev_0116,1,train,0.0,0.012438420386508484,0.006219210193254242,hip_hop,very_fast_160_plus,broad,simple_AB,en,vocal_request,0
dev_0117,1,train,0.0,0.024882921194092803,0.012441460597046402,electronic,med_90_120,specific,verse_chorus,en,vocal_request,0
dev_0118,1,train,0.0,0.1294172860070622,0.0647086430035311,rock,very_fast_160_plus,medium,AABA,fr,vocal_request,0
dev_0119,0,train,0.5,0.5969676648981972,0.5484838324490986,metal,fast_120_160,specific,verse_chorus,en,medium_risk_instrumental,0
dev_0120,0,train,0.875,0.8203043196114694,0.8476521598057347,classical,med_90_120,broad,complex_multi_section,en,high_risk_instrumental,0
dev_0121,0,train,1.0,0.9563554065439939,0.9781777032719969,folk,very_fast_160_plus,medium,complex_multi_section,en,high_risk_instrumental,0
dev_0122,1,train,0.0,0.03156102631605114,0.01578051315802557,hip_hop,very_fast_160_plus,specific,simple_AB,en,vocal_request,0
dev_0123,1,train,0.0,0.08760767244235211,0.043803836221176055,jazz,fast_120_160,specific,AABA,en,vocal_request,0
dev_0124,0,train,0.75,0.784369244025928,0.767184622012964,electronic,slow_60_90,broad,simple_AB,en,high_risk_instrumental,0
dev_0125,1,train,0.0,0.011758466776283609,0.0058792333881418045,pop,fast_120_160,specific,verse_chorus,en,vocal_request,0
dev_0126,0,train,0.125,0.14112592038412494,0.13306296019206248,electronic,fast_120_160,specific,verse_chorus,en,low_risk_instrumental,0
dev_0127,1,val,0.125,0.012803053522450869,0.06890152676122543,metal,med_90_120,medium,AABA,en,vocal_request,0
dev_0128,1,val,0.0,0.18283016589196324,0.09141508294598162,electronic,very_fast_160_plus,medium,complex_multi_section,en,vocal_request,0
dev_0129,1,train,0.0,0.08820701433955798,0.04410350716977899,metal,slow_60_90,medium,complex_multi_section,en,vocal_request,0
dev_0130,0,train,0.625,0.5313917162635354,0.5781958581317677,electronic,slow_60_90,specific,complex_multi_section,en,medium_risk_instrumental,0
dev_0131,0,train,1.0,0.9384284117380097,0.9692142058690049,electronic,fast_120_160,broad,AABA,en,high_risk_instrumental,0
dev_0132,1,train,0.0,0.17717192131601414,0.08858596065800707,metal,med_90_120,medium,verse_chorus,es,vocal_request,0
dev_0133,0,train,0.25,0.5732960414365589,0.41164802071827944,jazz,slow_60_90,medium,verse_chorus,en,medium_risk_instrumental,0
dev_0134,0,val,0.25,0.5402636116382793,0.39513180581913965,classical,very_fast_160_plus,specific,AABA,en,low_risk_instrumental,0
dev_0135,1,train,0.0,0.030612153884054506,0.015306076942027253,metal,very_fast_160_plus,specific,AABA,en,vocal_request,0
dev_0136,0,train,0.25,0.6084789100923899,0.42923945504619493,electronic,very_fast_160_plus,medium,complex_multi_section,en,medium_risk_instrumental,0
dev_0137,0,train,0.75,0.7197393163945692,0.7348696581972847,classical,fast_120_160,broad,verse_chorus,en,medium_risk_instrumental,0
dev_0138,1,val,0.0,0.05236448693506207,0.026182243467531036,jazz,very_fast_160_plus,broad,complex_multi_section,en,vocal_request,0
dev_0139,1,train,0.0,0.16508351655434605,0.08254175827717303,metal,fast_120_160,specific,verse_chorus,en,vocal_request,0
dev_0140,0,train,0.625,0.7398795107154278,0.682439755357714,electronic,slow_60_90,broad,AABA,en,medium_risk_instrumental,0
dev_0141,1,train,0.0,0.011073055670691627,0.005536527835345814,jazz,slow_60_90,broad,simple_AB,en,vocal_request,0
dev_0142,0,val,0.375,0.40101787569260167,0.38800893784630086,jazz,slow_60_90,specific,verse_chorus,en,low_risk_instrumental,0
dev_0143,1,val,0.0,0.16933575498235423,0.08466787749117712,hip_hop,fast_120_160,medium,AABA,en,vocal_request,1
dev_0144,0,train,0.375,0.5438952671820795,0.45944763359103974,jazz,med_90_120,specific,AABA,en,medium_risk_instrumental,0
dev_0145,1,train,0.0,0.013751642293036957,0.006875821146518479,hip_hop,slow_60_90,medium,verse_chorus,en,vocal_request,0
dev_0146,1,val,0.0,0.051193817091322744,0.025596908545661372,classical,very_fast_160_plus,specific,verse_chorus,en,vocal_request,0
dev_0147,0,train,0.375,0.4516045223770013,0.41330226118850066,classical,very_fast_160_plus,medium,AABA,en,medium_risk_instrumental,0
dev_0148,1,train,0.0,0.18086452007975656,0.09043226003987828,rock,fast_120_160,broad,simple_AB,es,vocal_request,0
dev_0149,1,train,0.0,0.16259185890451347,0.08129592945225673,metal,very_fast_160_plus,medium,simple_AB,zh,vocal_request,0
dev_0150,0,train,0.875,0.792947409013435,0.8339737045067175,jazz,very_fast_160_plus,broad,verse_chorus,en,high_risk_instrumental,0
dev_0151,0,val,1.0,0.9748525819653187,0.9874262909826593,pop,slow_60_90,broad,complex_multi_section,en,high_risk_instrumental,0
dev_0152,1,val,0.0,9.386928144059849e-05,4.6934640720299246e-05,folk,med_90_120,specific,verse_chorus,en,vocal_request,0
dev_0153,1,train,0.0,0.0201402056478144,0.0100701028239072,folk,med_90_120,medium,complex_multi_section,en,vocal_request,0
dev_0154,1,train,0.0,0.034643068691885395,0.017321534345942698,rock,very_fast_160_plus,broad,simple_AB,en,vocal_request,0
dev_0155,0,train,0.375,0.6699458032306378,0.5224729016153189,electronic,fast_120_160,medium,AABA,en,medium_risk_instrumental,1
dev_0156,1,train,0.0,0.08436175574669053,0.04218087787334526,hip_hop,very_fast_160_plus,specific,simple_AB,ja,vocal_request,0
dev_0157,1,train,0.0,0.06279698505963217,0.03139849252981609,metal,fast_120_160,broad,AABA,en,vocal_request,0
dev_0158,0,val,0.875,0.7623799898997959,0.818689994949898,electronic,very_fast_160_plus,broad,verse_chorus,en,high_risk_instrumental,0
dev_0159,0,train,0.25,0.5051871349799395,0.37759356748996975,classical,med_90_120,broad,complex_multi_section,en,low_risk_instrumental,0
dev_0160,0,train,0.5,0.599512631062932,0.549756315531466,metal,med_90_120,broad,complex_multi_section,en,medium_risk_instrumental,0
dev_0161,1,train,0.0,0.5896540631091833,0.29482703155459167,metal,very_fast_160_plus,medium,verse_chorus,es,vocal_request,0
dev_0162,0,train,0.25,0.514945142303435,0.3824725711517175,classical,med_90_120,specific,complex_multi_section,en,low_risk_instrumental,0
dev_0163,1,val,0.0,0.032601909687251095,0.016300954843625547,metal,slow_60_90,broad,simple_AB,en,vocal_request,0
dev_0164,1,train,0.0,0.059713582368914865,0.029856791184457433,hip_hop,very_fast_160_plus,specific,verse_chorus,en,vocal_request,0
dev_0165,1,train,0.0,0.024973520624819726,0.012486760312409863,pop,fast_120_160,specific,verse_chorus,en,vocal_request,0
dev_0166,0,train,0.875,0.982019514362205,0.9285097571811025,jazz,fast_120_160,broad,complex_multi_section,en,high_risk_instrumental,0
dev_0167,1,train,0.0,0.059242849136047375,0.029621424568023687,pop,very_fast_160_plus,broad,complex_multi_section,en,vocal_request,0
dev_0168,1,train,0.0,0.05288130163686992,0.02644065081843496,metal,fast_120_160,medium,simple_AB,en,vocal_request,0
dev_0169,1,train,0.0,0.07230448719456722,0.03615224359728361,electronic,med_90_120,medium,simple_AB,en,vocal_request,0
dev_0170,1,train,0.0,0.22309961537807776,0.11154980768903888,metal,very_fast_160_plus,specific,complex_multi_section,en,vocal_request,0
dev_0171,1,train,0.0,0.11338455687436451,0.056692278437182254,hip_hop,fast_120_160,medium,simple_AB,en,vocal_request,0
dev_0172,1,train,0.0,0.12953272886497494,0.06476636443248747,folk,fast_120_160,medium,simple_AB,en,vocal_request,0
dev_0173,0,train,0.625,0.8346604216914255,0.7298302108457128,jazz,slow_60_90,medium,AABA,en,medium_risk_instrumental,0
dev_0174,0,train,0.625,0.6429274633279938,0.6339637316639969,classical,med_90_120,broad,verse_chorus,en,medium_risk_instrumental,0
dev_0175,1,train,0.0,0.1056648420919352,0.0528324210459676,hip_hop,med_90_120,medium,complex_multi_section,en,vocal_request,0
dev_0176,1,train,0.0,0.013525654182875881,0.0067628270914379405,folk,med_90_120,specific,AABA,en,vocal_request,0
dev_0177,1,train,0.0,0.03346057168287588,0.01673028584143794,folk,fast_120_160,broad,AABA,en,vocal_request,0
dev_0178,1,train,0.0,0.027454401046861823,0.013727200523430912,folk,slow_60_90,specific,simple_AB,en,vocal_request,0
dev_0179,1,train,0.0,0.002176270676765812,0.001088135338382906,folk,fast_120_160,specific,AABA,en,vocal_request,0
dev_0180,1,train,0.0,0.07328733601099377,0.036643668005496885,hip_hop,very_fast_160_plus,broad,simple_AB,en,vocal_request,0
dev_0181,1,train,0.0,0.05062586276220593,0.025312931381102965,metal,very_fast_160_plus,medium,complex_multi_section,en,vocal_request,0
dev_0182,1,val,0.0,0.2745444568851688,0.1372722284425844,hip_hop,very_fast_160_plus,medium,complex_multi_section,en,vocal_request,0
dev_0183,1,train,0.0,0.24880797616710285,0.12440398808355142,metal,slow_60_90,specific,AABA,en,vocal_request,0
dev_0184,1,train,0.0,0.038453335012584675,0.019226667506292337,metal,fast_120_160,specific,complex_multi_section,en,vocal_request,0
dev_0185,1,train,0.0,0.03431967872580487,0.017159839362902433,rock,slow_60_90,broad,AABA,en,vocal_request,0
dev_0186,1,train,0.0,0.047700897093337365,0.023850448546668682,hip_hop,med_90_120,broad,AABA,en,vocal_request,0
dev_0187,0,train,0.875,0.9006168846985949,0.8878084423492975,folk,very_fast_160_plus,specific,complex_multi_section,en,high_risk_instrumental,0
dev_0188,0,train,0.375,0.3893201188754819,0.38216005943774095,classical,fast_120_160,specific,AABA,en,low_risk_instrumental,0
dev_0189,0,train,0.25,0.38137272941996275,0.31568636470998135,electronic,slow_60_90,specific,complex_multi_section,en,low_risk_instrumental,0
dev_0190,1,val,0.0,0.02027209534316854,0.01013604767158427,rock,med_90_120,specific,AABA,en,vocal_request,0
dev_0191,1,train,0.0,0.004415684968496901,0.0022078424842484506,pop,fast_120_160,specific,AABA,en,vocal_request,0
dev_0192,1,train,0.0,0.01659658516637043,0.008298292583185214,hip_hop,med_90_120,broad,AABA,en,vocal_request,0
dev_0193,1,train,0.0,0.05214713594660774,0.02607356797330387,rock,fast_120_160,medium,verse_chorus,en,vocal_request,0
dev_0194,0,train,0.375,0.4237308165662229,0.39936540828311146,classical,fast_120_160,medium,verse_chorus,en,low_risk_instrumental,0
dev_0195,1,val,0.0,0.08548367389663336,0.04274183694831668,metal,very_fast_160_plus,medium,complex_multi_section,en,vocal_request,0
dev_0196,1,train,0.0,0.03300024095761223,0.016500120478806116,electronic,med_90_120,medium,simple_AB,en,vocal_request,0
dev_0197,1,train,0.0,0.15540315532782725,0.07770157766391363,metal,med_90_120,specific,complex_multi_section,en,vocal_request,0
dev_0198,1,train,0.0,0.11374697223041585,0.05687348611520793,rock,fast_120_160,broad,AABA,en,vocal_request,0
dev_0199,0,train,0.125,0.16816672618417405,0.14658336309208703,classical,med_90_120,specific,complex_multi_section,en,low_risk_instrumental,0
dev_0200,1,train,0.0,0.22920532840387908,0.11460266420193954,folk,med_90_120,broad,verse_chorus,en,vocal_request,0
dev_0201,0,val,0.5,0.5385888745866811,0.5192944372933406,classical,med_90_120,medium,complex_multi_section,en,medium_risk_instrumental,0
dev_0202,1,train,0.0,0.02135148926911164,0.01067574463455582,rock,fast_120_160,specific,verse_chorus,en,vocal_request,1
dev_0203,0,val,0.625,0.589548006038446,0.607274003019223,pop,very_fast_160_plus,specific,verse_chorus,en,medium_risk_instrumental,0
dev_0204,1,train,0.0,0.09607758666853783,0.048038793334268914,rock,med_90_120,specific,verse_chorus,en,vocal_request,0
dev_0205,1,val,0.0,0.20106738866457913,0.10053369433228956,classical,very_fast_160_plus,specific,simple_AB,en,vocal_request,0
dev_0206,0,val,0.375,0.4232331454944248,0.3991165727472124,electronic,fast_120_160,medium,simple_AB,en,low_risk_instrumental,0
dev_0207,1,train,0.0,0.1316678756039819,0.06583393780199095,hip_hop,slow_60_90,specific,simple_AB,en,vocal_request,0
dev_0208,1,train,0.0,0.06474330513657556,0.03237165256828778,pop,very_fast_160_plus,medium,AABA,en,vocal_request,0
dev_0209,1,val,0.0,0.1030042196752366,0.0515021098376183,folk,fast_120_160,specific,verse_chorus,en,vocal_request,0
dev_0210,0,val,0.875,0.8478014465810663,0.8614007232905332,metal,med_90_120,broad,AABA,en,high_risk_instrumental,0
dev_0211,0,train,1.0,0.960905594871637,0.9804527974358185,folk,fast_120_160,broad,simple_AB,en,high_risk_instrumental,0
dev_0212,0,val,0.25,0.34736740451174153,0.29868370225587076,classical,very_fast_160_plus,medium,verse_chorus,en,low_risk_instrumental,0
dev_0213,1,train,0.0,0.12715055212003837,0.06357527606001918,hip_hop,fast_120_160,specific,complex_multi_section,en,vocal_request,0
dev_0214,1,train,0.0,0.08250442593620583,0.041252212968102914,rock,very_fast_160_plus,broad,verse_chorus,en,vocal_request,0
