task_id,prompt_id,candidate_index,requested_vocal,prompt_split,evpd_cache_index,sigma,demucs_score,panns_score,candidate_present,target_status
dev_0002__cand04,dev_0002,4,1,train,20,0.8,0.3865894675254822,0.08806349337100983,1,PENDING_PROMOTED_INSTRUMENT
dev_0002__cand05,dev_0002,5,1,train,21,0.8,0.6073659658432007,0.20976202189922333,1,PENDING_PROMOTED_INSTRUMENT
dev_0002__cand06,dev_0002,6,1,train,22,0.8,0.10397777706384659,0.14221715927124023,1,PENDING_PROMOTED_INSTRUMENT
dev_0002__cand07,dev_0002,7,1,train,23,0.8,0.4906744658946991,0.21730591356754303,1,PENDING_PROMOTED_INSTRUMENT
dev_0003__cand00,dev_0003,0,1,train,24,0.8,0.44528505206108093,0.15863291919231415,1,PENDING_PROMOTED_INSTRUMENT
dev_0003__cand01,dev_0003,1,1,train,25,0.8,0.613858163356781,0.25669023394584656,1,PENDING_PROMOTED_INSTRUMENT
dev_0003__cand02,dev_0003,2,1,train,26,0.8,0.15098540484905243,0.3838338851928711,1,PENDING_PROMOTED_INSTRUMENT
dev_0003__cand03,dev_0003,3,1,train,27,0.8,0.41993361711502075,0.09401168674230576,1,PENDING_PROMOTED_INSTRUMENT
dev_0003__cand04,dev_0003,4,1,train,28,0.8,0.22584639489650726,0.13361984491348267,1,PENDING_PROMOTED_INSTRUMENT
dev_0003__cand05,dev_0003,5,1,train,29,0.8,0.5093675851821899,0.14799825847148895,1,PENDING_PROMOTED_INSTRUMENT
dev_0003__cand06,dev_0003,6,1,train,30,0.8,0.16952593624591827,0.0731305480003357,1,PENDING_PROMOTED_INSTRUMENT
dev_0003__cand07,dev_0003,7,1,train,31,0.8,0.23150759935379028,0.5383766889572144,1,PENDING_PROMOTED_INSTRUMENT
dev_0004__cand00,dev_0004,0,1,train,32,0.8,0.1445467472076416,0.3647470772266388,1,PENDING_PROMOTED_INSTRUMENT
dev_0004__cand01,dev_0004,1,1,train,33,0.8,0.27749890089035034,0.31633150577545166,1,PENDING_PROMOTED_INSTRUMENT
dev_0004__cand02,dev_0004,2,1,train,34,0.8,0.08884414285421371,0.3178558647632599,1,PENDING_PROMOTED_INSTRUMENT
dev_0004__cand03,dev_0004,3,1,train,35,0.8,0.16175323724746704,0.051209986209869385,1,PENDING_PROMOTED_INSTRUMENT
dev_0004__cand04,dev_0004,4,1,train,36,0.8,0.12608031928539276,0.5057172775268555,1,PENDING_PROMOTED_INSTRUMENT
dev_0004__cand05,dev_0004,5,1,train,37,0.8,0.3229495882987976,0.4743289053440094,1,PENDING_PROMOTED_INSTRUMENT
dev_0004__cand06,dev_0004,6,1,train,38,0.8,0.04036436602473259,0.2680428624153137,1,PENDING_PROMOTED_INSTRUMENT
dev_0004__cand07,dev_0004,7,1,train,39,0.8,0.4139454662799835,0.0951167643070221,1,PENDING_PROMOTED_INSTRUMENT
dev_0005__cand00,dev_0005,0,0,train,40,0.8,1.672914731898345e-05,0.012151273898780346,0,PENDING_PROMOTED_INSTRUMENT
dev_0005__cand01,dev_0005,1,0,train,41,0.8,0.007841954007744789,0.016976021230220795,0,PENDING_PROMOTED_INSTRUMENT
dev_0005__cand02,dev_0005,2,0,train,42,0.8,0.10592309385538101,0.059868600219488144,1,PENDING_PROMOTED_INSTRUMENT
dev_0005__cand03,dev_0005,3,0,train,43,0.8,0.5841742753982544,0.30472835898399353,1,PENDING_PROMOTED_INSTRUMENT
dev_0005__cand04,dev_0005,4,0,train,44,0.8,0.19323603808879852,0.12051992118358612,1,PENDING_PROMOTED_INSTRUMENT
dev_0005__cand05,dev_0005,5,0,train,45,0.8,0.5900747776031494,0.0939159020781517,1,PENDING_PROMOTED_INSTRUMENT
dev_0005__cand06,dev_0005,6,0,train,46,0.8,0.6338898539543152,0.27895480394363403,1,PENDING_PROMOTED_INSTRUMENT
dev_0005__cand07,dev_0005,7,0,train,47,0.8,0.021639036014676094,0.014911812730133533,0,PENDING_PROMOTED_INSTRUMENT
dev_0006__cand00,dev_0006,0,1,train,48,0.8,0.7182742357254028,0.1744847148656845,1,PENDING_PROMOTED_INSTRUMENT
dev_0006__cand01,dev_0006,1,1,train,49,0.8,0.21312004327774048,0.3205227553844452,1,PENDING_PROMOTED_INSTRUMENT
dev_0006__cand02,dev_0006,2,1,train,50,0.8,0.8381978273391724,0.3831208050251007,1,PENDING_PROMOTED_INSTRUMENT
dev_0006__cand03,dev_0006,3,1,train,51,0.8,0.2174600064754486,0.062424980103969574,1,PENDING_PROMOTED_INSTRUMENT
dev_0006__cand04,dev_0006,4,1,train,52,0.8,0.749374270439148,0.3852127194404602,1,PENDING_PROMOTED_INSTRUMENT
dev_0006__cand05,dev_0006,5,1,train,53,0.8,0.19139812886714935,0.35283583402633667,1,PENDING_PROMOTED_INSTRUMENT
dev_0006__cand06,dev_0006,6,1,train,54,0.8,0.5561115145683289,0.5392168164253235,1,PENDING_PROMOTED_INSTRUMENT
dev_0006__cand07,dev_0006,7,1,train,55,0.8,0.6983838081359863,0.21462489664554596,1,PENDING_PROMOTED_INSTRUMENT
dev_0007__cand00,dev_0007,0,1,val,56,0.8,0.5500408411026001,0.2257632464170456,1,PENDING_PROMOTED_INSTRUMENT
dev_0007__cand01,dev_0007,1,1,val,57,0.8,0.38989725708961487,0.19213035702705383,1,PENDING_PROMOTED_INSTRUMENT
dev_0007__cand02,dev_0007,2,1,val,58,0.8,0.4289538562297821,0.5286855697631836,1,PENDING_PROMOTED_INSTRUMENT
dev_0007__cand03,dev_0007,3,1,val,59,0.8,0.8634226322174072,0.6238359808921814,1,PENDING_PROMOTED_INSTRUMENT
dev_0007__cand04,dev_0007,4,1,val,60,0.8,0.5181566476821899,0.15801721811294556,1,PENDING_PROMOTED_INSTRUMENT
dev_0007__cand05,dev_0007,5,1,val,61,0.8,0.39327436685562134,0.5717645883560181,1,PENDING_PROMOTED_INSTRUMENT
dev_0007__cand06,dev_0007,6,1,val,62,0.8,0.6289747357368469,0.4725063145160675,1,PENDING_PROMOTED_INSTRUMENT
dev_0007__cand07,dev_0007,7,1,val,63,0.8,0.8127060532569885,0.19098681211471558,1,PENDING_PROMOTED_INSTRUMENT
dev_0008__cand00,dev_0008,0,1,train,64,0.8,0.2012999951839447,0.11354483664035797,1,PENDING_PROMOTED_INSTRUMENT
dev_0008__cand01,dev_0008,1,1,train,65,0.8,0.15553608536720276,0.14538902044296265,1,PENDING_PROMOTED_INSTRUMENT
dev_0008__cand02,dev_0008,2,1,train,66,0.8,0.516202449798584,0.16971145570278168,1,PENDING_PROMOTED_INSTRUMENT
dev_0008__cand03,dev_0008,3,1,train,67,0.8,0.33549246191978455,0.11913252621889114,1,PENDING_PROMOTED_INSTRUMENT
dev_0008__cand04,dev_0008,4,1,train,68,0.8,0.3666702210903168,0.13967908918857574,1,PENDING_PROMOTED_INSTRUMENT
dev_0008__cand05,dev_0008,5,1,train,69,0.8,0.31795698404312134,0.18322151899337769,1,PENDING_PROMOTED_INSTRUMENT
dev_0008__cand06,dev_0008,6,1,train,70,0.8,0.6811583638191223,0.09458880126476288,1,PENDING_PROMOTED_INSTRUMENT
dev_0008__cand07,dev_0008,7,1,train,71,0.8,0.4198659360408783,0.08752500265836716,1,PENDING_PROMOTED_INSTRUMENT
dev_0009__cand00,dev_0009,0,0,train,72,0.8,0.44021111726760864,0.18615660071372986,1,PENDING_PROMOTED_INSTRUMENT
dev_0009__cand01,dev_0009,1,0,train,73,0.8,7.560943049611524e-05,0.02569597400724888,0,PENDING_PROMOTED_INSTRUMENT
dev_0009__cand02,dev_0009,2,0,train,74,0.8,1.2587479432113469e-06,0.014017697423696518,0,PENDING_PROMOTED_INSTRUMENT
dev_0009__cand03,dev_0009,3,0,train,75,0.8,4.5246029912959784e-05,0.022275783121585846,0,PENDING_PROMOTED_INSTRUMENT
dev_0009__cand04,dev_0009,4,0,train,76,0.8,2.184434561058879e-05,0.012905837967991829,0,PENDING_PROMOTED_INSTRUMENT
dev_0009__cand05,dev_0009,5,0,train,77,0.8,0.026340113952755928,0.01513159554451704,0,PENDING_PROMOTED_INSTRUMENT
dev_0009__cand06,dev_0009,6,0,train,78,0.8,1.651656930334866e-06,0.026706436648964882,0,PENDING_PROMOTED_INSTRUMENT
dev_0009__cand07,dev_0009,7,0,train,79,0.8,0.2057158201932907,0.028393717482686043,0,PENDING_PROMOTED_INSTRUMENT
dev_0010__cand00,dev_0010,0,0,val,80,0.8,0.015882983803749084,0.07421908527612686,0,PENDING_PROMOTED_INSTRUMENT
dev_0010__cand01,dev_0010,1,0,val,81,0.8,3.503007519611856e-06,0.01401904784142971,0,PENDING_PROMOTED_INSTRUMENT
dev_0010__cand02,dev_0010,2,0,val,82,0.8,0.13718149065971375,0.09360287338495255,1,PENDING_PROMOTED_INSTRUMENT
dev_0010__cand03,dev_0010,3,0,val,83,0.8,0.09030599147081375,0.1421068012714386,1,PENDING_PROMOTED_INSTRUMENT
dev_0010__cand04,dev_0010,4,0,val,84,0.8,0.18373030424118042,0.09341249614953995,1,PENDING_PROMOTED_INSTRUMENT
dev_0010__cand05,dev_0010,5,0,val,85,0.8,1.7509775034341146e-06,0.030087359249591827,0,PENDING_PROMOTED_INSTRUMENT
dev_0010__cand06,dev_0010,6,0,val,86,0.8,0.09106839448213577,0.0845509022474289,1,PENDING_PROMOTED_INSTRUMENT
dev_0010__cand07,dev_0010,7,0,val,87,0.8,0.049973346292972565,0.08216862380504608,1,PENDING_PROMOTED_INSTRUMENT
dev_0011__cand00,dev_0011,0,1,train,88,0.8,0.06209133192896843,0.057836029678583145,1,PENDING_PROMOTED_INSTRUMENT
dev_0011__cand01,dev_0011,1,1,train,89,0.8,0.432847261428833,0.10127197206020355,1,PENDING_PROMOTED_INSTRUMENT
dev_0011__cand02,dev_0011,2,1,train,90,0.8,0.4376727342605591,0.33135825395584106,1,PENDING_PROMOTED_INSTRUMENT
dev_0011__cand03,dev_0011,3,1,train,91,0.8,0.48112910985946655,0.14310811460018158,1,PENDING_PROMOTED_INSTRUMENT
dev_0011__cand04,dev_0011,4,1,train,92,0.8,0.2669723927974701,0.19595515727996826,1,PENDING_PROMOTED_INSTRUMENT
dev_0011__cand05,dev_0011,5,1,train,93,0.8,0.07867264002561569,0.6308842301368713,1,PENDING_PROMOTED_INSTRUMENT
dev_0011__cand06,dev_0011,6,1,train,94,0.8,0.1537315994501114,0.06476781517267227,1,PENDING_PROMOTED_INSTRUMENT
dev_0011__cand07,dev_0011,7,1,train,95,0.8,0.4107739329338074,0.389780730009079,1,PENDING_PROMOTED_INSTRUMENT
dev_0012__cand00,dev_0012,0,1,train,96,0.8,0.5771713256835938,0.11479096859693527,1,PENDING_PROMOTED_INSTRUMENT
dev_0012__cand01,dev_0012,1,1,train,97,0.8,0.3832305073738098,0.14692427217960358,1,PENDING_PROMOTED_INSTRUMENT
dev_0012__cand02,dev_0012,2,1,train,98,0.8,0.3055649399757385,0.09706753492355347,1,PENDING_PROMOTED_INSTRUMENT
dev_0012__cand03,dev_0012,3,1,train,99,0.8,0.5565303564071655,0.14143523573875427,1,PENDING_PROMOTED_INSTRUMENT
dev_0012__cand04,dev_0012,4,1,train,100,0.8,0.3586563169956207,0.05854744836688042,1,PENDING_PROMOTED_INSTRUMENT
dev_0012__cand05,dev_0012,5,1,train,101,0.8,0.4214693307876587,0.5556154847145081,1,PENDING_PROMOTED_INSTRUMENT
dev_0012__cand06,dev_0012,6,1,train,102,0.8,0.6429491639137268,0.08999773859977722,1,PENDING_PROMOTED_INSTRUMENT
dev_0012__cand07,dev_0012,7,1,train,103,0.8,0.5096253156661987,0.11086776107549667,1,PENDING_PROMOTED_INSTRUMENT
dev_0013__cand00,dev_0013,0,1,train,104,0.8,0.49104395508766174,0.20742234587669373,1,PENDING_PROMOTED_INSTRUMENT
dev_0013__cand01,dev_0013,1,1,train,105,0.8,0.12069088220596313,0.6321961283683777,1,PENDING_PROMOTED_INSTRUMENT
dev_0013__cand02,dev_0013,2,1,train,106,0.8,0.6864344477653503,0.1055891141295433,1,PENDING_PROMOTED_INSTRUMENT
dev_0013__cand03,dev_0013,3,1,train,107,0.8,0.46220123767852783,0.05172882229089737,1,PENDING_PROMOTED_INSTRUMENT
dev_0013__cand04,dev_0013,4,1,train,108,0.8,0.18518126010894775,0.22369597852230072,1,PENDING_PROMOTED_INSTRUMENT
dev_0013__cand05,dev_0013,5,1,train,109,0.8,0.40988507866859436,0.17042815685272217,1,PENDING_PROMOTED_INSTRUMENT
dev_0013__cand06,dev_0013,6,1,train,110,0.8,0.4538631737232208,0.07171999663114548,1,PENDING_PROMOTED_INSTRUMENT
dev_0013__cand07,dev_0013,7,1,train,111,0.8,0.3359701335430145,0.4517464339733124,1,PENDING_PROMOTED_INSTRUMENT
dev_0014__cand00,dev_0014,0,1,train,112,0.8,0.9423372149467468,0.14711646735668182,1,PENDING_PROMOTED_INSTRUMENT
dev_0014__cand01,dev_0014,1,1,train,113,0.8,0.7489635348320007,0.11049483716487885,1,PENDING_PROMOTED_INSTRUMENT
dev_0014__cand02,dev_0014,2,1,train,114,0.8,0.3888905346393585,0.10063660144805908,1,PENDING_PROMOTED_INSTRUMENT
dev_0014__cand03,dev_0014,3,1,train,115,0.8,0.48652130365371704,0.16320717334747314,1,PENDING_PROMOTED_INSTRUMENT
dev_0014__cand04,dev_0014,4,1,train,116,0.8,0.24410299956798553,0.14307817816734314,1,PENDING_PROMOTED_INSTRUMENT
dev_0014__cand05,dev_0014,5,1,train,117,0.8,0.27154985070228577,0.21291868388652802,1,PENDING_PROMOTED_INSTRUMENT
dev_0014__cand06,dev_0014,6,1,train,118,0.8,0.4984263777732849,0.08653469383716583,1,PENDING_PROMOTED_INSTRUMENT
dev_0014__cand07,dev_0014,7,1,train,119,0.8,0.22427190840244293,0.12101145833730698,1,PENDING_PROMOTED_INSTRUMENT
dev_0015__cand00,dev_0015,0,0,train,120,0.8,0.04663215950131416,0.4998500943183899,1,PENDING_PROMOTED_INSTRUMENT
dev_0015__cand01,dev_0015,1,0,train,121,0.8,0.21159183979034424,0.1168861910700798,1,PENDING_PROMOTED_INSTRUMENT
dev_0015__cand02,dev_0015,2,0,train,122,0.8,0.00012970887473784387,0.021676335483789444,0,PENDING_PROMOTED_INSTRUMENT
dev_0015__cand03,dev_0015,3,0,train,123,0.8,0.011038740165531635,0.07034676522016525,0,PENDING_PROMOTED_INSTRUMENT
dev_0015__cand04,dev_0015,4,0,train,124,0.8,0.08989325910806656,0.06474749743938446,1,PENDING_PROMOTED_INSTRUMENT
dev_0015__cand05,dev_0015,5,0,train,125,0.8,0.16851656138896942,0.05687987059354782,1,PENDING_PROMOTED_INSTRUMENT
dev_0015__cand06,dev_0015,6,0,train,126,0.8,0.01194999273866415,0.1612098515033722,0,PENDING_PROMOTED_INSTRUMENT
dev_0015__cand07,dev_0015,7,0,train,127,0.8,0.030443565919995308,0.10179124772548676,0,PENDING_PROMOTED_INSTRUMENT
dev_0016__cand00,dev_0016,0,0,train,128,0.8,0.000230982739594765,0.04101359099149704,0,PENDING_PROMOTED_INSTRUMENT
dev_0016__cand01,dev_0016,1,0,train,129,0.8,1.691259740255191e-06,0.023803945630788803,0,PENDING_PROMOTED_INSTRUMENT
dev_0016__cand02,dev_0016,2,0,train,130,0.8,1.2685378578680684e-06,0.025182753801345825,0,PENDING_PROMOTED_INSTRUMENT
dev_0016__cand03,dev_0016,3,0,train,131,0.8,4.198479018668877e-06,0.02003069408237934,0,PENDING_PROMOTED_INSTRUMENT
dev_0016__cand04,dev_0016,4,0,train,132,0.8,1.6003338032533065e-06,0.016165107488632202,0,PENDING_PROMOTED_INSTRUMENT
dev_0016__cand05,dev_0016,5,0,train,133,0.8,0.001012984081171453,0.021975621581077576,0,PENDING_PROMOTED_INSTRUMENT
dev_0016__cand06,dev_0016,6,0,train,134,0.8,1.0990559530910105e-05,0.012257862836122513,0,PENDING_PROMOTED_INSTRUMENT
dev_0016__cand07,dev_0016,7,0,train,135,0.8,0.11624693870544434,0.030179906636476517,0,PENDING_PROMOTED_INSTRUMENT
dev_0017__cand00,dev_0017,0,1,train,136,0.8,0.27498486638069153,0.18788105249404907,1,PENDING_PROMOTED_INSTRUMENT
dev_0017__cand01,dev_0017,1,1,train,137,0.8,0.9236354231834412,0.25458458065986633,1,PENDING_PROMOTED_INSTRUMENT
dev_0017__cand02,dev_0017,2,1,train,138,0.8,0.9603391885757446,0.1763230860233307,1,PENDING_PROMOTED_INSTRUMENT
dev_0017__cand03,dev_0017,3,1,train,139,0.8,0.7910079956054688,0.1442546248435974,1,PENDING_PROMOTED_INSTRUMENT
dev_0017__cand04,dev_0017,4,1,train,140,0.8,0.3099561333656311,0.21108399331569672,1,PENDING_PROMOTED_INSTRUMENT
dev_0017__cand05,dev_0017,5,1,train,141,0.8,0.4115157723426819,0.16806168854236603,1,PENDING_PROMOTED_INSTRUMENT
dev_0017__cand06,dev_0017,6,1,train,142,0.8,0.5318365693092346,0.1910165548324585,1,PENDING_PROMOTED_INSTRUMENT
dev_0017__cand07,dev_0017,7,1,train,143,0.8,0.7824017405509949,0.22940176725387573,1,PENDING_PROMOTED_INSTRUMENT
dev_0018__cand00,dev_0018,0,1,train,144,0.8,0.2690218389034271,0.09216827154159546,1,PENDING_PROMOTED_INSTRUMENT
dev_0018__cand01,dev_0018,1,1,train,145,0.8,0.5457080006599426,0.10939830541610718,1,PENDING_PROMOTED_INSTRUMENT
dev_0018__cand02,dev_0018,2,1,train,146,0.8,0.4235074818134308,0.06361276656389236,1,PENDING_PROMOTED_INSTRUMENT
dev_0018__cand03,dev_0018,3,1,train,147,0.8,0.3969947099685669,0.08188406378030777,1,PENDING_PROMOTED_INSTRUMENT
dev_0018__cand04,dev_0018,4,1,train,148,0.8,0.23896077275276184,0.19985079765319824,1,PENDING_PROMOTED_INSTRUMENT
dev_0018__cand05,dev_0018,5,1,train,149,0.8,0.33388641476631165,0.3616832494735718,1,PENDING_PROMOTED_INSTRUMENT
dev_0018__cand06,dev_0018,6,1,train,150,0.8,0.47197726368904114,0.10911031812429428,1,PENDING_PROMOTED_INSTRUMENT
dev_0018__cand07,dev_0018,7,1,train,151,0.8,0.3996540307998657,0.14592182636260986,1,PENDING_PROMOTED_INSTRUMENT
dev_0019__cand00,dev_0019,0,0,train,152,0.8,1.3603080333268736e-06,0.018353018909692764,0,PENDING_PROMOTED_INSTRUMENT
dev_0019__cand01,dev_0019,1,0,train,153,0.8,1.0577811053735786e-06,0.02203293889760971,0,PENDING_PROMOTED_INSTRUMENT
dev_0019__cand02,dev_0019,2,0,train,154,0.8,0.003313609631732106,0.03983287513256073,0,PENDING_PROMOTED_INSTRUMENT
dev_0019__cand03,dev_0019,3,0,train,155,0.8,0.0285403523594141,0.036329399794340134,0,PENDING_PROMOTED_INSTRUMENT
dev_0019__cand04,dev_0019,4,0,train,156,0.8,7.8073508120724e-06,0.020598577335476875,0,PENDING_PROMOTED_INSTRUMENT
dev_0019__cand05,dev_0019,5,0,train,157,0.8,0.00019076548051089048,0.014410198666155338,0,PENDING_PROMOTED_INSTRUMENT
dev_0019__cand06,dev_0019,6,0,train,158,0.8,1.0417517842142843e-05,0.015857836231589317,0,PENDING_PROMOTED_INSTRUMENT
dev_0019__cand07,dev_0019,7,0,train,159,0.8,9.175626587420993e-07,0.016469936817884445,0,PENDING_PROMOTED_INSTRUMENT
dev_0020__cand00,dev_0020,0,1,train,160,0.8,0.300800085067749,0.14915688335895538,1,PENDING_PROMOTED_INSTRUMENT
dev_0020__cand01,dev_0020,1,1,train,161,0.8,0.526123046875,0.09819746762514114,1,PENDING_PROMOTED_INSTRUMENT
dev_0020__cand02,dev_0020,2,1,train,162,0.8,0.4652556777000427,0.19418509304523468,1,PENDING_PROMOTED_INSTRUMENT
dev_0020__cand03,dev_0020,3,1,train,163,0.8,0.6033334136009216,0.15929937362670898,1,PENDING_PROMOTED_INSTRUMENT
dev_0020__cand04,dev_0020,4,1,train,164,0.8,0.561751663684845,0.1427365094423294,1,PENDING_PROMOTED_INSTRUMENT
dev_0020__cand05,dev_0020,5,1,train,165,0.8,0.25802624225616455,0.1082073524594307,1,PENDING_PROMOTED_INSTRUMENT
dev_0020__cand06,dev_0020,6,1,train,166,0.8,0.35648342967033386,0.1844811886548996,1,PENDING_PROMOTED_INSTRUMENT
dev_0020__cand07,dev_0020,7,1,train,167,0.8,0.394174188375473,0.1720367968082428,1,PENDING_PROMOTED_INSTRUMENT
dev_0021__cand00,dev_0021,0,0,val,168,0.8,1.323810010944726e-06,0.022711152210831642,0,PENDING_PROMOTED_INSTRUMENT
dev_0021__cand01,dev_0021,1,0,val,169,0.8,2.0116126506763976e-06,0.016539840027689934,0,PENDING_PROMOTED_INSTRUMENT
dev_0021__cand02,dev_0021,2,0,val,170,0.8,4.5341826080402825e-06,0.015444543212652206,0,PENDING_PROMOTED_INSTRUMENT
dev_0021__cand03,dev_0021,3,0,val,171,0.8,2.4754895093792584e-06,0.019323725253343582,0,PENDING_PROMOTED_INSTRUMENT
dev_0021__cand04,dev_0021,4,0,val,172,0.8,2.1494859083759366e-06,0.019485769793391228,0,PENDING_PROMOTED_INSTRUMENT
dev_0021__cand05,dev_0021,5,0,val,173,0.8,1.2325987199801602e-06,0.014315241947770119,0,PENDING_PROMOTED_INSTRUMENT
dev_0021__cand06,dev_0021,6,0,val,174,0.8,4.618186721927486e-06,0.014070326462388039,0,PENDING_PROMOTED_INSTRUMENT
dev_0021__cand07,dev_0021,7,0,val,175,0.8,1.8141904547519516e-06,0.016472069546580315,0,PENDING_PROMOTED_INSTRUMENT
dev_0022__cand00,dev_0022,0,0,train,176,0.8,2.2383833311323542e-06,0.020918646827340126,0,PENDING_PROMOTED_INSTRUMENT
dev_0022__cand01,dev_0022,1,0,train,177,0.8,0.0016306116012856364,0.014355418272316456,0,PENDING_PROMOTED_INSTRUMENT
dev_0022__cand02,dev_0022,2,0,train,178,0.8,1.258533075088053e-06,0.010046415962278843,0,PENDING_PROMOTED_INSTRUMENT
dev_0022__cand03,dev_0022,3,0,train,179,0.8,0.00795932486653328,0.02190544828772545,0,PENDING_PROMOTED_INSTRUMENT
dev_0022__cand04,dev_0022,4,0,train,180,0.8,2.1567215299000964e-05,0.010955520905554295,0,PENDING_PROMOTED_INSTRUMENT
dev_0022__cand05,dev_0022,5,0,train,181,0.8,0.00011317864118609577,0.026324346661567688,0,PENDING_PROMOTED_INSTRUMENT
dev_0022__cand06,dev_0022,6,0,train,182,0.8,1.524828803667333e-06,0.025370603427290916,0,PENDING_PROMOTED_INSTRUMENT
dev_0022__cand07,dev_0022,7,0,train,183,0.8,0.001632623141631484,0.012798823416233063,0,PENDING_PROMOTED_INSTRUMENT
dev_0023__cand00,dev_0023,0,1,train,184,0.8,0.4708128273487091,0.17830263078212738,1,PENDING_PROMOTED_INSTRUMENT
dev_0023__cand01,dev_0023,1,1,train,185,0.8,0.1267680525779724,0.4163138270378113,1,PENDING_PROMOTED_INSTRUMENT
dev_0023__cand02,dev_0023,2,1,train,186,0.8,0.2764349579811096,0.32114410400390625,1,PENDING_PROMOTED_INSTRUMENT
dev_0023__cand03,dev_0023,3,1,train,187,0.8,0.394296795129776,0.4603365361690521,1,PENDING_PROMOTED_INSTRUMENT
dev_0023__cand04,dev_0023,4,1,train,188,0.8,0.0373571403324604,0.28246164321899414,0,PENDING_PROMOTED_INSTRUMENT
dev_0023__cand05,dev_0023,5,1,train,189,0.8,0.1887234002351761,0.37499505281448364,1,PENDING_PROMOTED_INSTRUMENT
dev_0023__cand06,dev_0023,6,1,train,190,0.8,0.2732751965522766,0.09532207250595093,1,PENDING_PROMOTED_INSTRUMENT
dev_0023__cand07,dev_0023,7,1,train,191,0.8,0.3113485872745514,0.5724083185195923,1,PENDING_PROMOTED_INSTRUMENT
dev_0024__cand00,dev_0024,0,1,train,192,0.8,0.5195318460464478,0.0661696270108223,1,PENDING_PROMOTED_INSTRUMENT
dev_0024__cand01,dev_0024,1,1,train,193,0.8,0.5565240383148193,0.044079843908548355,1,PENDING_PROMOTED_INSTRUMENT
dev_0024__cand02,dev_0024,2,1,train,194,0.8,0.5557159185409546,0.6166393160820007,1,PENDING_PROMOTED_INSTRUMENT
dev_0024__cand03,dev_0024,3,1,train,195,0.8,0.35222184658050537,0.26118871569633484,1,PENDING_PROMOTED_INSTRUMENT
dev_0024__cand04,dev_0024,4,1,train,196,0.8,0.5752972364425659,0.3024842143058777,1,PENDING_PROMOTED_INSTRUMENT
dev_0024__cand05,dev_0024,5,1,train,197,0.8,0.1707405149936676,0.11458469182252884,1,PENDING_PROMOTED_INSTRUMENT
dev_0024__cand06,dev_0024,6,1,train,198,0.8,0.32296910881996155,0.4596424996852875,1,PENDING_PROMOTED_INSTRUMENT
