rating_id,clip_id,clip_path,media_sha256,requested_vocal,prompt_id,source_family,corpus,calibration_stratum,inclusion_probability,represented_rating_rows
aprime_0580_0f044828dc91,aprime_global_1f34327ef525927c7318,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0580_0f044828dc91.flac,1f34327ef525927c7318aa845a57f722a8d306c2434819bf491f9897116f1bb1,0,held_out_0238,bon256,ATLAS,ATLAS|bon256|request_0,1.0,1
aprime_0519_79628d003084,aprime_global_202ac5385d0703425d25,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0519_79628d003084.flac,202ac5385d0703425d258b8f79342d226d561f830eeb6c2efd9397e521ae43b3,1,held_out_0134,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,1
aprime_0591_68cc6fc7529f,aprime_global_203b8ce69551028201f1,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0591_68cc6fc7529f.flac,203b8ce69551028201f1b35167c93dec288852e25fd9abf36c06f2d214a0c649,1,held_out_0230,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,1
aprime_0390_d1740faaccbc,aprime_global_21092c3bea8849435c9d,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0390_d1740faaccbc.flac,21092c3bea8849435c9d5ddd554943d2de25c1a98b0d24fb77a29ee208c448de,0,held_out_0170,istrong_instr,ATLAS,ATLAS|istrong_instr|request_0,1.0,1
aprime_0389_8ce2dcdfbf30,aprime_global_2199da5ba499f55e37ab,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0389_8ce2dcdfbf30.flac,2199da5ba499f55e37ab1850a01ad6db948997e915cd27f1ec46ac953321e6d1,1,held_out_0203,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,2
aprime_0449_56862bdc83e5,aprime_global_2238625417ac3dbc22c3,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0449_56862bdc83e5.flac,2238625417ac3dbc22c31ebf97e5751624019e6e284b28a09e71445c5d7de19b,1,held_out_0097,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,1
aprime_0170_84235b40b160,aprime_global_240df20a593415c6f512,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0170_84235b40b160.flac,240df20a593415c6f5126d62de756197117509eec624ed9fdb86e7c223abad57,1,held_out_0008,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0287_1a780a756ed6,aprime_global_24ce07c436292aef2a2e,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0287_1a780a756ed6.flac,24ce07c436292aef2a2ebae7a2366736b92b49134e880e3cb4093780ff0eb9aa,0,held_out_0170,istrong_instr,ATLAS,ATLAS|istrong_instr|request_0,1.0,1
aprime_0330_a84eb49c5eed,aprime_global_253fd29e427fd26eed8b,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0330_a84eb49c5eed.flac,253fd29e427fd26eed8be3f99088c42b9b6944ddd79863737ffac3cf8f16ca7a,0,held_out_0253,bon256,ATLAS,ATLAS|bon256|request_0,1.0,1
aprime_0687_01c4eb5cce69,aprime_global_260396bd88303495e5f5,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0687_01c4eb5cce69.flac,260396bd88303495e5f57f8db361f406f692c40891a3bc99a8d5df497464a092,0,held_out_0201,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_0,1.0,1
