prompt_id,arm1_mean,arm6_mean,delta_arm6_minus_arm1,n_arm1,n_arm6
held_out_0044,0.3280380144715309,0.26147696375846863,-0.06656105071306229,2,2
held_out_0045,0.33549271523952484,0.4119761884212494,0.07648347318172455,2,7
held_out_0046,0.3758469969034195,0.3786974400281906,0.002850443124771118,2,2
held_out_0047,0.3644963204860687,0.3731653392314911,0.008669018745422363,2,2
held_out_0048,0.37052370607852936,0.32117345184087753,-0.049350254237651825,2,2
held_out_0049,0.3506596237421036,0.2712126523256302,-0.07944697141647339,2,2
held_out_0050,0.3252406045794487,0.2226707711815834,-0.1025698333978653,2,2
held_out_0051,0.18944387137889862,0.1204635314643383,-0.06898033991456032,2,2
held_out_0052,0.35172395408153534,0.3270243704319,-0.024699583649635315,2,2
held_out_0053,0.2728429138660431,0.1355457790195942,-0.1372971348464489,2,2
held_out_0054,0.41590239107608795,0.4074760526418686,-0.00842633843421936,2,2
held_out_0055,0.17251279950141907,0.3000098913908005,0.1274970918893814,2,2
held_out_0056,0.1891692467033863,0.39553914964199066,0.20636990293860435,2,2
held_out_0057,0.36209627985954285,0.1839834377169609,-0.17811284214258194,2,2
held_out_0058,0.3545939177274704,0.35881882905960083,0.004224911332130432,3,4
held_out_0059,0.37685956060886383,0.5097748786211014,0.13291531801223755,2,2
held_out_0060,0.38963159918785095,0.39175595343112946,0.0021243542432785034,2,2
held_out_0061,0.42582862079143524,0.3809438645839691,-0.044884756207466125,2,2
held_out_0062,0.14522917196154594,0.1890384554862976,0.04380928352475166,2,2
held_out_0063,0.40528756380081177,0.3872539550065994,-0.01803360879421234,2,2
held_out_0064,0.2714700996875763,0.2569970265030861,-0.014473073184490204,2,2
held_out_0065,0.3226025104522705,0.39624448120594025,0.07364197075366974,2,2
held_out_0066,0.4723162353038788,0.29902081191539764,-0.17329542338848114,2,2
held_out_0067,0.5014415830373764,0.5158552527427673,0.01441366970539093,2,2
held_out_0068,0.24228844046592712,0.3801504671573639,0.13786202669143677,2,2
held_out_0069,0.2592792610327403,0.27269100811746383,0.013411747084723535,3,9
held_out_0070,0.24243492633104324,0.26042845845222473,0.017993532121181488,2,2
held_out_0071,0.42617660760879517,0.39321331679821014,-0.03296329081058502,2,2
held_out_0072,0.42687560617923737,0.4069423973560333,-0.01993320882320404,2,2
held_out_0073,0.3358533978462219,0.2741268649697304,-0.06172653287649155,2,2
held_out_0074,0.34927892684936523,0.5131412893533707,0.16386236250400543,2,2
held_out_0075,0.5164683163166046,0.48211669921875,-0.034351617097854614,2,2
held_out_0076,0.26931159012019634,0.3413729816675186,0.07206139154732227,2,2
held_out_0077,0.4324401915073395,0.15216918289661407,-0.2802710086107254,2,2
held_out_0078,0.2119487226009369,0.24626261740922928,0.03431389480829239,2,2
held_out_0079,0.3378271013498306,0.30521663278341293,-0.032610468566417694,2,2
held_out_0080,0.31830965479214984,0.3125017723068595,-0.00580788248529035,3,8
held_out_0081,0.21141774207353592,0.17171578109264374,-0.03970196098089218,2,2
held_out_0082,0.24751878529787064,0.31596364825963974,0.0684448629617691,2,2
held_out_0083,0.3017077073454857,0.23687343299388885,-0.06483427435159683,2,2
held_out_0084,0.2321275770664215,0.34734054654836655,0.11521296948194504,2,2
held_out_0085,0.23750612139701843,0.3056603670120239,0.0681542456150055,2,2
held_out_0086,0.36486679315567017,0.5421352088451385,0.17726841568946838,2,2
held_out_0087,0.2647833377122879,0.2635159119963646,-0.0012674257159233093,2,2
held_out_0088,0.21907146771748862,0.2515085292133418,0.03243706149585321,6,11
held_out_0089,0.27382320538163185,0.4637715220451355,0.18994831666350365,2,2
held_out_0090,0.29132360219955444,0.26622603833675385,-0.025097563862800598,2,2
held_out_0091,0.07479904068168253,0.1438962146639824,0.06909717398229986,2,2
held_out_0092,0.10306917689740658,0.37368328869342804,0.27061411179602146,2,2
held_out_0093,0.4269484281539917,0.3164384216070175,-0.11051000654697418,2,2
held_out_0094,0.36056997378667194,0.31892744824290276,-0.04164252554376918,3,6
held_out_0095,0.4356990307569504,0.4021926373243332,-0.03350639343261719,2,2
held_out_0096,0.37838688492774963,0.504052460193634,0.1256655752658844,2,2
held_out_0097,0.3193137049674988,0.3584582209587097,0.03914451599121094,2,2
held_out_0098,0.5800893008708954,0.5724176466464996,-0.007671654224395752,2,2
held_out_0099,0.3002813011407852,0.19196109473705292,-0.1083202064037323,2,2
held_out_0100,0.29002493619918823,0.24917541444301605,-0.04084952175617218,2,2
held_out_0101,0.4285343885421753,0.3683956414461136,-0.06013874709606171,2,2
held_out_0102,0.33448265492916107,0.44874362647533417,0.1142609715461731,2,2
held_out_0103,0.10845357552170753,0.18113810569047928,0.07268453016877174,2,2
held_out_0104,0.20442596822977066,0.33880071341991425,0.13437474519014359,2,2
held_out_0105,0.3016793578863144,0.29278823733329773,-0.008891120553016663,2,2
held_out_0106,0.18049383908510208,0.2987225651741028,0.1182287260890007,2,2
held_out_0107,0.3892902731895447,0.3733181357383728,-0.015972137451171875,2,2
held_out_0108,0.259893074631691,0.3089387327432632,0.04904565811157224,5,10
held_out_0109,0.2491791918873787,0.2277228757739067,-0.021456316113471985,2,2
held_out_0110,0.39875778555870056,0.4704064577817917,0.07164867222309113,2,2
held_out_0111,0.3683355376124382,0.3141179159283638,-0.0542176216840744,2,2
held_out_0112,0.1548616848886013,0.23554711043834686,0.08068542554974556,2,2
held_out_0113,0.30489497631788254,0.23146501928567886,-0.07342995703220367,2,2
held_out_0114,0.2551961839199066,0.28554096817970276,0.030344784259796143,2,2
held_out_0115,0.42474938929080963,0.3743196129798889,-0.050429776310920715,2,2
held_out_0116,0.4875051975250244,0.48333464562892914,-0.004170551896095276,2,2
held_out_0117,0.35671373903751374,0.3674148619174957,0.010701122879981984,5,4
held_out_0118,0.4127740114927292,0.41832514107227325,0.005551129579544067,2,2
held_out_0119,0.34334273636341095,0.3702974498271942,0.026954713463783253,2,10
held_out_0120,0.33145616203546524,0.3443692773580551,0.012913115322589874,2,2
held_out_0121,0.3688133656978607,0.3890828639268875,0.020269498229026794,2,2
held_out_0122,0.34362174570560455,0.3507065623998642,0.0070848166942596436,2,2
held_out_0123,0.3965829759836197,0.2876310721039772,-0.10895190387964249,2,2
held_out_0124,0.34046973288059235,0.3696639835834503,0.02919425070285797,2,2
held_out_0125,0.2690599039196968,0.22967487573623657,-0.039385028183460236,2,2
held_out_0126,0.22106443345546722,0.1443965621292591,-0.07666787132620811,2,2
held_out_0127,0.3366391211748123,0.41591739654541016,0.07927827537059784,2,2
held_out_0128,0.41475632786750793,0.4700010418891907,0.05524471402168274,2,2
held_out_0129,0.515763983130455,0.4791098088026047,-0.03665417432785034,2,2
held_out_0130,0.41408196091651917,0.40485669672489166,-0.009225264191627502,2,2
held_out_0131,0.3209090530872345,0.36017562448978424,0.039266571402549744,2,2
held_out_0132,0.33997179567813873,0.36599498987197876,0.026023194193840027,2,2
held_out_0133,0.1296803541481495,0.17645394802093506,0.04677359387278557,2,2
held_out_0134,0.32811668515205383,0.24141118427117667,-0.08670550088087717,2,12
held_out_0135,0.5205780118703842,0.4282919317483902,-0.09228608012199402,2,2
held_out_0136,0.3012439087033272,0.4750325232744217,0.1737886145710945,2,2
held_out_0137,0.3493642508983612,0.3574400097131729,0.008075758814811707,2,2
held_out_0138,0.27835169434547424,0.3103480786085129,0.031996384263038635,2,2
held_out_0139,0.4062638580799103,0.46125732362270355,0.054993465542793274,2,2
held_out_0140,0.2923380136489868,0.2591005340218544,-0.033237479627132416,2,2
held_out_0141,0.3343990296125412,0.3683634251356125,0.03396439552307129,2,2
held_out_0142,0.22568853944540024,0.29765126295387745,0.07196272350847721,2,8
held_out_0143,0.3008969575166702,0.2140834927558899,-0.08681346476078033,2,2
held_out_0144,0.35910432040691376,0.3129771649837494,-0.04612715542316437,2,2
held_out_0145,0.2657788470387459,0.19914408028125763,-0.06663476675748825,2,2
held_out_0146,0.48425711691379547,0.44670434296131134,-0.03755277395248413,2,2
held_out_0147,0.33884496986866,0.3817627876996994,0.04291781783103943,2,2
held_out_0148,0.174833994358778,0.1965600587427616,0.021726064383983612,2,2
held_out_0149,0.28014742210507393,0.28473396599292755,0.0045865438878536224,2,2
held_out_0150,0.38238056004047394,0.201656274497509,-0.18072428554296494,2,2
held_out_0151,0.30434201657772064,0.291347935795784,-0.012994080781936646,2,2
held_out_0152,0.3588702827692032,0.3201683759689331,-0.03870190680027008,2,2
held_out_0153,0.33671778440475464,0.33330208914620535,-0.0034156952585492895,5,7
held_out_0154,0.23306860774755478,0.2482546865940094,0.01518607884645462,2,2
held_out_0155,0.3004927262663841,0.31672774255275726,0.01623501628637314,2,2
held_out_0156,0.3048095107078552,0.19695784896612167,-0.10785166174173355,2,2
held_out_0157,0.44997960329055786,0.4693230986595154,0.01934349536895752,2,2
held_out_0158,0.29292044788599014,0.33871452510356903,0.04579407721757889,2,2
held_out_0159,0.34735216200351715,0.3875928670167923,0.040240705013275146,2,2
held_out_0160,0.2510148286819458,0.2635975703597069,0.012582741677761078,2,2
held_out_0161,0.323552742600441,0.38379378616809845,0.06024104356765747,2,2
held_out_0162,0.1641070321202278,0.24373917281627655,0.07963214069604874,2,2
held_out_0163,0.402996689081192,0.4453096389770508,0.042312949895858765,2,2
held_out_0164,0.4808391332626343,0.4567498117685318,-0.024089321494102478,2,2
held_out_0165,0.17873641848564148,0.1542375385761261,-0.02449887990951538,2,2
held_out_0166,0.30424266556898755,0.3124274793598387,0.008184813790851175,3,9
held_out_0167,0.340074360370636,0.3910533934831619,0.05097903311252594,2,2
held_out_0168,0.3448423445224762,0.21932271867990494,-0.12551962584257126,2,2
held_out_0169,0.3733639121055603,0.37446531653404236,0.0011014044284820557,2,2
held_out_0170,0.3728930503129959,0.40721779068311054,0.034324740370114626,2,3
held_out_0171,0.30317842960357666,0.21398276090621948,-0.08919566869735718,2,2
held_out_0172,0.39717070758342743,0.40039582550525665,0.0032251179218292236,2,2
held_out_0173,0.35171645879745483,0.3601261079311371,0.008409649133682251,2,2
held_out_0174,0.28004223108291626,0.3299011141061783,0.049858883023262024,2,2
held_out_0175,0.3457881510257721,0.3275289684534073,-0.018259182572364807,2,2
held_out_0176,0.2776588648557663,0.20702046155929565,-0.07063840329647064,2,2
held_out_0177,0.497782826423645,0.46316224336624146,-0.034620583057403564,2,2
held_out_0178,0.4672769755125046,0.37243853509426117,-0.09483844041824341,2,2
held_out_0179,0.3310486897826195,0.25809620320796967,-0.07295248657464981,2,2
held_out_0180,0.28970734030008316,0.36198200285434723,0.07227466255426407,2,2
held_out_0181,0.5074542164802551,0.5689379870891571,0.06148377060890198,2,2
held_out_0182,0.39045675098896027,0.27333923429250717,-0.1171175166964531,2,2
held_out_0183,0.3405512273311615,0.2953992336988449,-0.04515199363231659,2,2
held_out_0184,0.20424579828977585,0.27188361436128616,0.06763781607151031,2,2
held_out_0185,0.30185262858867645,0.3387126252055168,0.03685999661684036,2,2
held_out_0186,0.36080335080623627,0.35751447081565857,-0.0032888799905776978,2,2
held_out_0187,0.24028649181127548,0.20014895498752594,-0.04013753682374954,2,2
held_out_0188,0.10123588517308235,0.0769331119954586,-0.02430277317762375,2,2
held_out_0189,0.15235134586691856,0.2715819776058197,0.11923063173890114,2,2
held_out_0190,0.3448702096939087,0.31789371371269226,-0.02697649598121643,2,2
held_out_0191,0.3675280809402466,0.402559369802475,0.035031288862228394,2,2
held_out_0192,0.2546742931008339,0.25539398938417435,0.0007196962833404541,2,2
held_out_0193,0.3461410303910573,0.22620261907577516,-0.11993841131528216,3,5
held_out_0194,0.41980162262916565,0.44276005029678345,0.022958427667617798,2,2
held_out_0195,0.26204100251197815,0.35326555371284485,0.0912245512008667,2,2
held_out_0196,0.25934792309999466,0.39404553174972534,0.13469760864973068,2,2
held_out_0197,0.3350261449813843,0.33094972372055054,-0.00407642126083374,2,2
held_out_0198,0.32886648178100586,0.29096589982509613,-0.03790058195590973,2,2
held_out_0199,0.4348115026950836,0.37218957021832466,-0.06262193247675896,2,8
held_out_0200,0.2684152126312256,0.43094131350517273,0.16252610087394714,2,2
held_out_0201,0.5395971536636353,0.5237043350934982,-0.015892818570137024,2,2
held_out_0202,0.4623400866985321,0.4158882200717926,-0.0464518666267395,2,2
held_out_0203,0.3147885501384735,0.20462129265069962,-0.1101672574877739,2,2
held_out_0204,0.4064115881919861,0.3952430722614129,-0.011168515930573164,2,9
held_out_0205,0.39124085009098053,0.4563366174697876,0.06509576737880707,2,2
held_out_0206,0.30922289192676544,0.3345809578895569,0.025358065962791443,2,2
held_out_0207,0.4228244721889496,0.41128556430339813,-0.011538907885551453,2,2
held_out_0208,0.4717656522989273,0.5418639034032822,0.07009825110435486,2,2
held_out_0209,0.2614794075489044,0.32574838399887085,0.06426897644996643,2,2
held_out_0210,0.34634849429130554,0.3542373776435852,0.007888883352279663,2,2
held_out_0211,0.23209602385759354,0.24099820852279663,0.008902184665203094,2,2
held_out_0212,0.3018857538700104,0.26586823910474777,-0.036017514765262604,2,2
held_out_0213,0.32449250668287277,0.45235560834407806,0.1278631016612053,2,2
held_out_0214,0.31671130657196045,0.3083439767360687,-0.008367329835891724,2,2
held_out_0215,0.25943975895643234,0.27328697592020035,0.013847216963768005,2,2
held_out_0216,0.23468327522277832,0.25262825191020966,0.017944976687431335,2,2
held_out_0217,0.3230515122413635,0.38012656569480896,0.057075053453445435,2,2
held_out_0218,0.3331594169139862,0.361346960067749,0.028187543153762817,2,2
held_out_0219,0.2394486516714096,0.26112012565135956,0.02167147397994995,2,2
held_out_0220,0.2995026484131813,0.329050675034523,0.029548026621341705,2,2
held_out_0221,0.43565596640110016,0.32072803378105164,-0.11492793262004852,2,2
held_out_0222,0.5472174882888794,0.49489787220954895,-0.052319616079330444,2,2
held_out_0223,0.26486727595329285,0.12375947088003159,-0.14110780507326126,2,2
held_out_0224,0.49029842019081116,0.5655212700366974,0.07522284984588623,2,2
held_out_0225,0.5062516778707504,0.4925977438688278,-0.013653934001922607,2,2
held_out_0226,0.3218361884355545,0.30515606701374054,-0.016680121421813965,2,2
held_out_0227,0.2067195102572441,0.4320976585149765,0.2253781482577324,2,2
held_out_0228,0.18587808310985565,0.23452875763177872,0.048650674521923065,2,2
held_out_0229,0.2550153061747551,0.26160529255867004,0.0065899863839149475,2,2
held_out_0230,0.3882751166820526,0.3351079970598221,-0.05316711962223053,2,2
held_out_0231,0.5889720916748047,0.6058937609195709,0.016921669244766235,2,2
held_out_0232,0.1861463338136673,0.1868486851453781,0.0007023513317108154,2,2
held_out_0233,0.37240248918533325,0.2867596372961998,-0.08564285188913345,2,2
held_out_0234,0.47994156181812286,0.495239719748497,0.015298157930374146,2,2
held_out_0235,0.5141369998455048,0.5615336000919342,0.04739660024642944,2,2
held_out_0236,0.3686112186738423,0.37738603353500366,0.008774814861161384,7,11
held_out_0237,0.22533775120973587,0.41521216928958893,0.18987441807985306,2,2
held_out_0238,0.41664591431617737,0.3792937248945236,-0.03735218942165375,4,4
held_out_0239,0.40253786742687225,0.40578365325927734,0.0032457858324050903,2,2
held_out_0240,0.278634637594223,0.2636302888393402,-0.015004348754882824,2,10
held_out_0241,0.23679271712899208,0.23866941779851913,0.0018767006695270538,2,2
held_out_0242,0.2663634195923805,0.4459895193576813,0.17962609976530075,2,2
held_out_0243,0.49910397827625275,0.452216774225235,-0.04688720405101776,2,2
held_out_0244,0.2995659187436104,0.23793525248765945,-0.06163066625595093,2,2
held_out_0245,0.5165985077619553,0.5148139744997025,-0.0017845332622528076,2,2
held_out_0246,0.2524469271302223,0.2852218747138977,0.032774947583675385,2,2
held_out_0247,0.45231741666793823,0.48021602630615234,0.02789860963821411,2,2
held_out_0248,0.3310902416706085,0.31971849501132965,-0.01137174665927887,2,2
held_out_0249,0.27426744997501373,0.30021651089191437,0.025949060916900635,2,2
held_out_0250,0.3320426344871521,0.21458765864372253,-0.11745497584342957,2,2
held_out_0251,0.4082535088062286,0.4293762147426605,0.021122705936431896,5,7
held_out_0252,0.46045975387096405,0.5117051899433136,0.05124543607234955,2,2
held_out_0253,0.41784517963727313,0.38085186295211315,-0.03699331668515998,3,8
held_out_0254,0.41951335966587067,0.4171372056007385,-0.002376154065132141,2,7
held_out_0255,0.36901313066482544,0.41426220536231995,0.04524907469749451,2,2
