clip_path,true_label,rating_source,confidence,audio_sha256,source_package,source_rating_ids,clip_id,duplicate_presentations,split
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0493_09ec62604c41.flac,yes,pi:Richard,5,264f00856d5f2fe0b81c39ff3366e98b0355f1397c2866069c33f14f0190c152,t2_aprime_core,aprime_0493_09ec62604c41,pi_gold_264f00856d5f2fe0,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0600_ecd8bddf55e3.flac,yes,pi:Richard,5,29f8113398455af4560fe11cf9ba11bc316de27e576816ea7e549f2c9bce2548,t2_aprime_core,aprime_0600_ecd8bddf55e3,pi_gold_29f8113398455af4,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0320_93f891edfbd2.wav,yes,pi:Richard,5,2ebf42a0fab934bb2fe681c877c71b9635add6ffc8e214f08c3ff8855946c6c5,t2_aprime_core,aprime_0320_93f891edfbd2,pi_gold_2ebf42a0fab934bb,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0529_8e2c9a3cee0a.wav,yes,pi:Richard,5,31f8eaaffa82db6529f526fa89ecad30a86bbc2b020f1c25a4734d21a3eb5811,t2_aprime_core,aprime_0529_8e2c9a3cee0a,pi_gold_31f8eaaffa82db65,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0673_e568f5b2e93e.flac,yes,pi:Richard,5,32463557a0938c1e3aca352f6ec494b55063372bcf48bb85330cafe3aef3eb18,t2_aprime_core,aprime_0673_e568f5b2e93e,pi_gold_32463557a0938c1e,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0641_b8020558b0b8.flac,no,pi:Richard,5,337d46ad54cfe76259fa1311897b60086f7bb0d5160e31fe2ccbb5186a347862,t2_aprime_core,aprime_0641_b8020558b0b8,pi_gold_337d46ad54cfe762,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_07_df9c1a8daced.flac,yes,pi:Richard,5,34fcdfb4ec9135ac936272829ff0649ee6b4172635e0cc0b98cc1d1f20a494ee,t1_decisive,decisive_07_df9c1a8daced,pi_gold_34fcdfb4ec9135ac,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_18_58bcda73b66c.flac,no,pi:Richard,5,36eb67fc6cef98964d812e0c157580e0f62e0d7dd5bd0877b9c28331d74ab2fb,t1_decisive,decisive_18_58bcda73b66c,pi_gold_36eb67fc6cef9896,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_28_aa1162750fbc.flac,yes,pi:Richard,5,3891786077e4c8603b90975f9c742c735467321bce8d982f0b92bd3d434867ce,t1_decisive,decisive_28_aa1162750fbc,pi_gold_3891786077e4c860,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0452_2a25e418359d.flac,yes,pi:Richard,5,3db21cc0632b7777b43b9d4a34791e0cde22279ad2d9feb92a8d702c89e200f6,t2_aprime_core,aprime_0452_2a25e418359d,pi_gold_3db21cc0632b7777,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0405_268bd5265d8e.flac,yes,pi:Richard,3,429dddf8d18f4ed0c8c5d8ec8613cc17fd2d5d8324989b803548b6f0b01bff4d,t1_decisive;t2_aprime_core,aprime_0405_268bd5265d8e;decisive_38_217a8f3c70ce,pi_gold_429dddf8d18f4ed0,2,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0175_ccdd6965bd5c.flac,yes,pi:Richard,5,44fdddbe26e9c2c5ca381dc6ef7796623ce2c669df72e132ff3cde569a7b89a4,t2_aprime_core,aprime_0175_ccdd6965bd5c,pi_gold_44fdddbe26e9c2c5,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_40_2fbec10d8a00.flac,yes,pi:Richard,5,475a345ba1e4277e23c52b18864b3f96d4f07bfda19620ea5fc5828109732ee8,t1_decisive,decisive_40_2fbec10d8a00,pi_gold_475a345ba1e4277e,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0301_c2054a7fdca5.flac,yes,pi:Richard,5,485882cd006575ba0cee5b9a4f6d44d62bd7801e9888f23a1993009de26aab5b,t2_aprime_core,aprime_0301_c2054a7fdca5,pi_gold_485882cd006575ba,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0470_d418f7dcf6a8.wav,yes,pi:Richard,5,4b7e181e337d6d10daefb17977c759a69b20b732847769d30e24d807f5cb2956,t1_decisive;t2_aprime_core,aprime_0470_d418f7dcf6a8;decisive_15_cc2eb6bbefa7,pi_gold_4b7e181e337d6d10,2,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0628_28952d1a4b83.wav,yes,pi:Richard,5,4fca20c07654031c5d646c41cf099f9fad5927b6027f1234fe989a60c30a3dd7,t2_aprime_core,aprime_0628_28952d1a4b83,pi_gold_4fca20c07654031c,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0281_36a3b49e6073.wav,yes,pi:Richard,5,5117199c8f06d54fc04ed25a828817b074ac9a39295412f698f41e63a2955224,t2_aprime_core,aprime_0281_36a3b49e6073,pi_gold_5117199c8f06d54f,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0617_862c4e1adf94.wav,yes,pi:Richard,5,52c85995932630b024a8ec48d9ce8b703a45697d854ac9cd93868265d2fda9e0,t2_aprime_core,aprime_0617_862c4e1adf94,pi_gold_52c85995932630b0,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0644_d370ede41172.flac,yes,pi:Richard,5,536f53733d4bd72473286592810acddf9acd56ce8b0671928050af8d8c655749,t2_aprime_core,aprime_0644_d370ede41172,pi_gold_536f53733d4bd724,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0071_a6902228de1a.wav,yes,pi:Richard,5,55915924ce1b2850e33634bf7d46f2ab9fff03ec9eded9c82b0d89e8ac89d2c8,t2_aprime_core,aprime_0071_a6902228de1a,pi_gold_55915924ce1b2850,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0016_190db19d0ad7.wav,yes,pi:Richard,5,59dfdda7c403cd37c13185b9e54755f25ba4eb4642e83602e375895579835a02,t2_aprime_core,aprime_0016_190db19d0ad7,pi_gold_59dfdda7c403cd37,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0548_94fe5343553d.wav,yes,pi:Richard,5,5c53f6fb8871cbc1aa919fff8e6aa2c49bc932ccdf98119a28a69d02eedb46cb,t2_aprime_core,aprime_0548_94fe5343553d,pi_gold_5c53f6fb8871cbc1,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0440_5a67c447858a.wav,yes,pi:Richard,5,5c9f1a817acc0e7e9c0d48ac6f27762b4f3c73fc2a3bd2d8f32d776b08f72616,t2_aprime_core,aprime_0440_5a67c447858a,pi_gold_5c9f1a817acc0e7e,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0686_e1ab9d96e86d.wav,yes,pi:Richard,4,5dda6195c073c32c17d22554df5705008a448486a3616f21c03e0e242c06595d,t2_aprime_core,aprime_0686_e1ab9d96e86d,pi_gold_5dda6195c073c32c,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_22_92b51bc2af21.flac,yes,pi:Richard,5,60acb3289a79c023826c92bd2237655d12aebd7a64d1f13be24d18017b39754e,t1_decisive,decisive_22_92b51bc2af21,pi_gold_60acb3289a79c023,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0178_426aef858d6a.wav,yes,pi:Richard,5,61aba5a6bff238af139bdf42e55da5c26c2d7c7c1313bb31b850fe89162f5b60,t2_aprime_core,aprime_0178_426aef858d6a,pi_gold_61aba5a6bff238af,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0462_c4e504aa2898.wav,no,pi:Richard,4,65bce3cf6fe4645bddc634d8d25da3ff6efc1baa8b29f6e0b0a7525774aa44f4,t2_aprime_core,aprime_0462_c4e504aa2898,pi_gold_65bce3cf6fe4645b,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0104_48bbf5a928f5.wav,yes,pi:Richard,5,6601ec74fc382b6bfb49fd30936deb13b9417254dcdb6e68d6bda5aa1bb9cb8a,t2_aprime_core,aprime_0104_48bbf5a928f5,pi_gold_6601ec74fc382b6b,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0220_26f2409390d0.wav,yes,pi:Richard,5,694a081df9cf60d41b0a32a600c133210475a48cd6570fec02075885a8e6e48b,t2_aprime_core,aprime_0220_26f2409390d0,pi_gold_694a081df9cf60d4,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0377_f5a5087746aa.wav,yes,pi:Richard,5,6a03282ad536d33b74aba6fd974c5a1ed55678c9ec2e8b56c418c2f486292da9,t2_aprime_core,aprime_0377_f5a5087746aa,pi_gold_6a03282ad536d33b,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0403_40521083e3a1.wav,yes,pi:Richard,4,6c3c9c3951626d28221bdcedd48b09fc7d49afcb98427b4bda9028111614fc54,t2_aprime_core,aprime_0403_40521083e3a1,pi_gold_6c3c9c3951626d28,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0357_e095ef7dbc7b.wav,yes,pi:Richard,5,6ff1e0bfb875983ed5a3e06b9bb8bcb5d3b9112955d594d6d988f1519f26f8d7,t2_aprime_core,aprime_0357_e095ef7dbc7b,pi_gold_6ff1e0bfb875983e,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_29_47807785883b.flac,yes,pi:Richard,5,73693b53a269a8abbb441df477395c9eda24241c5bcdff3452fb1caecd7fca03,t1_decisive,decisive_29_47807785883b,pi_gold_73693b53a269a8ab,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0334_ffa479660183.wav,yes,pi:Richard,5,749647c12564fd30d84f0b50f11002383454187d298ccee6d6d31325eeabf247,t2_aprime_core,aprime_0334_ffa479660183,pi_gold_749647c12564fd30,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0203_a72b7fc4630f.flac,yes,pi:Richard,5,7a82d5d9e71899edaa556fcedd225ca872c4d65303be60000a561893d499a847,t2_aprime_core,aprime_0203_a72b7fc4630f;aprime_0441_ba8caca5699d,pi_gold_7a82d5d9e71899ed,2,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0367_865a227d0643.flac,yes,pi:Richard,5,7aed67dc3f354d1dcac9eb512319aa8d0dd440218e4cf45d3976eb1d2d8db498,t2_aprime_core,aprime_0367_865a227d0643,pi_gold_7aed67dc3f354d1d,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0356_e96e6b9403ea.flac,yes,pi:Richard,5,7cd363280ad5612aabcbadb36200af5ac807fe4f1852e7cfd1bedb0aca2c1aca,t2_aprime_core,aprime_0356_e96e6b9403ea,pi_gold_7cd363280ad5612a,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0434_45584248d7cc.wav,no,pi:Richard,5,7d5e8e65c71387718fb161303bdfbd69296b1c530df1adb1dae59f8ec85f9dd5,t2_aprime_core,aprime_0434_45584248d7cc,pi_gold_7d5e8e65c7138771,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_41_7a990e1f2d05.flac,yes,pi:Richard,5,7f01f557f8ead8130a9e63e3d3d7998ca01fb384c4dc4a325698988f485989ef,t1_decisive,decisive_41_7a990e1f2d05,pi_gold_7f01f557f8ead813,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0129_d232b51597ad.wav,yes,pi:Richard,5,80964c659984119225490096bebfc7557b2bc4e5b1a29b38b92db923292ed64d,t2_aprime_core,aprime_0129_d232b51597ad,pi_gold_80964c6599841192,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0651_ca2b2105628f.wav,yes,pi:Richard,5,838662904c5bbf5544fd450ef86d26cf0ccdcb4aa0f72c22115d8b3804b12210,t2_aprime_core,aprime_0651_ca2b2105628f,pi_gold_838662904c5bbf55,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0523_32ae483f177e.wav,yes,pi:Richard,5,83b4cb896086fa53787f524ca027c735ecb4d485df2ff63c55b44ac678e44c2a,t2_aprime_core,aprime_0523_32ae483f177e,pi_gold_83b4cb896086fa53,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0599_fd0ddd8ffc16.flac,yes,pi:Richard,5,86f454232edcc51fcc8406cc0462d59e783d8aa5532cbf52f43d2fe1c6603888,t2_aprime_core,aprime_0599_fd0ddd8ffc16,pi_gold_86f454232edcc51f,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0206_3e7faf12cf26.flac,yes,pi:Richard,5,88b59a1c685c25bbdef694d36fd67f1af28ecec26ec49b746b39a9117277eb54,t2_aprime_core,aprime_0206_3e7faf12cf26,pi_gold_88b59a1c685c25bb,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0567_07c3ec3b4c72.flac,yes,pi:Richard,5,8cb6407587e1056c5691210eb5f8d3a2d70359807a191041f1d33464bf833a23,t2_aprime_core,aprime_0567_07c3ec3b4c72,pi_gold_8cb6407587e1056c,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0090_cda7942f8b50.wav,yes,pi:Richard,5,8e4923c5c6ff51adbea1da3bf3b0f1a0880a5123a132d1b2c7b6886842744f9a,t2_aprime_core,aprime_0090_cda7942f8b50,pi_gold_8e4923c5c6ff51ad,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_35_3ab3b787b59e.flac,yes,pi:Richard,5,8fcfdcaf1eaadede8867d62535b35842b4c394f3a6e8ff2da115c816748751cf,t1_decisive,decisive_35_3ab3b787b59e,pi_gold_8fcfdcaf1eaadede,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_01_6c137151640e.flac,yes,pi:Richard,5,91c7adc9ba23db61d0a97714461eec2e63f39d07f5dc522f645cea30119b6d3e,t1_decisive,decisive_01_6c137151640e,pi_gold_91c7adc9ba23db61,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0304_6033f5316189.wav,yes,pi:Richard,5,94495528628cec5f0b54fc4cb9370cca2f554b8b15936d022e637bbd79a583e6,t2_aprime_core,aprime_0304_6033f5316189,pi_gold_94495528628cec5f,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0242_d75f2ac745df.wav,yes,pi:Richard,5,97292f5f2ef36cd1da638ecbdcc202de0127fc3a5cc396ea5548790c5f794cdd,t2_aprime_core,aprime_0242_d75f2ac745df,pi_gold_97292f5f2ef36cd1,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0681_9793870cebeb.wav,yes,pi:Richard,5,9844d7fff79bef4dc63e43da97b1a3accd2b5c6d6fc4cebdcc9731cba5af3e01,t2_aprime_core,aprime_0681_9793870cebeb,pi_gold_9844d7fff79bef4d,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0152_293b2034cccc.wav,yes,pi:Richard,5,9985cff746ff1ed5ade638aaef5d7c6bdc5916626bcac2c72da51b89bc57ad02,t2_aprime_core,aprime_0152_293b2034cccc,pi_gold_9985cff746ff1ed5,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_11_a8223b360df8.flac,yes,pi:Richard,5,9ceaccace2b08e73ec889e1dd08212ea38eabcfff6d6678d0f04a6d755422155,t1_decisive,decisive_11_a8223b360df8,pi_gold_9ceaccace2b08e73,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0194_2fece6846043.wav,yes,pi:Richard,5,9db98a62932d199ccc3bdf109d5b09d19ffe7724635994c6fdf37808264c61b0,t2_aprime_core,aprime_0194_2fece6846043,pi_gold_9db98a62932d199c,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0410_8446dfa77b62.wav,yes,pi:Richard,5,9f45a501eca26a26e0bc46e2129a8a5217851aad67bdca73e7090c9528029a49,t2_aprime_core,aprime_0410_8446dfa77b62,pi_gold_9f45a501eca26a26,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_34_312c23ae47f7.flac,yes,pi:Richard,5,a28b12caec0ec9d452a375252e9d064538dabdc4aaf18fcadfcb6216208c6f34,t1_decisive,decisive_34_312c23ae47f7,pi_gold_a28b12caec0ec9d4,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0154_344e9c576e84.flac,no,pi:Richard,5,a2e10bbf4a527a5b951324e2a441cdb159fb2b69c9e468f45a113bd507b82297,t2_aprime_core,aprime_0154_344e9c576e84;aprime_0683_4ccc666fc57d,pi_gold_a2e10bbf4a527a5b,2,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0035_dd7fe5ad978b.wav,yes,pi:Richard,5,a4e4a1bd934cf353f649c501198ccd2e5d1e5a338105f93c77da2e42b98b9882,t2_aprime_core,aprime_0035_dd7fe5ad978b,pi_gold_a4e4a1bd934cf353,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0197_8ebaf6d67812.flac,yes,pi:Richard,5,a64d05aebadd36546ca5ca66c1259e1fe209c78e4bfb6d3983c3ed6dd72acb40,t2_aprime_core,aprime_0197_8ebaf6d67812,pi_gold_a64d05aebadd3654,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_32_98b71b8decb6.flac,yes,pi:Richard,5,aadaab5587fcdddffa8aede77cf74de760e35e3a57aecf0780fd1bcb0a2078a9,t1_decisive,decisive_32_98b71b8decb6,pi_gold_aadaab5587fcdddf,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_24_5b448e7609f2.flac,yes,pi:Richard,5,b26570fd30720553ac238833f5b631dca345fe328a01c31f44ada103eebe4880,t1_decisive,decisive_24_5b448e7609f2,pi_gold_b26570fd30720553,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0504_a572116e2b38.wav,yes,pi:Richard,5,b3d0d948d6815688c0b3f37f7cc997e59d4b9cc83d7278fdce8fb50fd3a239cd,t2_aprime_core,aprime_0504_a572116e2b38,pi_gold_b3d0d948d6815688,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0606_418aa78713d9.wav,yes,pi:Richard,5,b6f5ce8193ed17be850225448409db106337f55e631c6a85731b5d51d87ecc60,t2_aprime_core,aprime_0606_418aa78713d9,pi_gold_b6f5ce8193ed17be,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0560_b05493151a2a.wav,yes,pi:Richard,5,b7a21651d1c559b99974eaeefc3b07158c6a4163836eaf8f1e6d938c90dd002f,t2_aprime_core,aprime_0560_b05493151a2a,pi_gold_b7a21651d1c559b9,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_21_61e688012e92.flac,yes,pi:Richard,5,b957ec48ce55b99bf9ba9ba361bff372839700bd1f5c898c99ef6e521efe1a90,t1_decisive,decisive_21_61e688012e92,pi_gold_b957ec48ce55b99b,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0072_8bbd84c662c3.wav,yes,pi:Richard,5,ba5f8786ba3c442d9815103090ffbea84fc1cde7b2809938a06cf069a1c382e5,t2_aprime_core,aprime_0072_8bbd84c662c3,pi_gold_ba5f8786ba3c442d,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0572_de34dd4a9828.flac,yes,pi:Richard,5,bd609fbb149be3a7c63651245502b761cb8c0253aba002e415614f39aba2003b,t2_aprime_core,aprime_0572_de34dd4a9828,pi_gold_bd609fbb149be3a7,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0037_7370940bf1a8.flac,yes,pi:Richard,5,bf6121786ce71d6dcd3aeafbdf685f2f6d54a6432cdb061de33d108099dfd79c,t2_aprime_core,aprime_0037_7370940bf1a8,pi_gold_bf6121786ce71d6d,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0336_508baa6a6950.wav,yes,pi:Richard,5,c3fea6e0254b4a8c5cc4f4e7086825b445adc39791094bc896c0898d86c81058,t2_aprime_core,aprime_0336_508baa6a6950,pi_gold_c3fea6e0254b4a8c,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0066_863db45703ed.wav,no,pi:Richard,5,c6eaf88990b15af273c1fde0c7929d5e0e0e2823769eb86383f3722bb028f27b,t2_aprime_core,aprime_0066_863db45703ed,pi_gold_c6eaf88990b15af2,1,heldout
