clip_path,true_label,rating_source,confidence,audio_sha256,source_package,source_rating_ids,clip_id,duplicate_presentations
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0321_f0230ca0f72e.wav,yes,pi:Richard,5,1854db00fe67390a76a58f3b62658b972b26c399a07e0fd6061f8120b468a5e9,t2_aprime_core,aprime_0321_f0230ca0f72e,pi_gold_1854db00fe67390a,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0621_58e54051eb54.flac,yes,pi:Richard,5,18933db51229a66f12f3faf8731b7ae191e6fbc71767e3682a6a34f8496fa5b4,t2_aprime_core,aprime_0621_58e54051eb54,pi_gold_18933db51229a66f,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0557_4917ed5ea1b2.wav,yes,pi:Richard,5,19a48c8bf8da15bfe745ed244cab18f4bf5c3188d9a1589307dd8a13066a0e83,t2_aprime_core,aprime_0557_4917ed5ea1b2,pi_gold_19a48c8bf8da15bf,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0586_b4d59b9dd370.wav,no,pi:Richard,5,1c685f428107106ca2d4e5fb9db9dd8a67f30ffc567bae7bcddb9daf461bfc4e,t2_aprime_core,aprime_0586_b4d59b9dd370,pi_gold_1c685f428107106c,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0680_4345318d0dab.wav,yes,pi:Richard,5,1cd5b61da842c9d34bff0c1a3d617243beadb5de785b258c3f07e24d7aef6349,t2_aprime_core,aprime_0680_4345318d0dab,pi_gold_1cd5b61da842c9d3,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0051_63864ca8c042.flac,yes,pi:Richard,5,1dd8b92b471bce032b2a6f8525200e1040f0403811bac7b1650a43e68c479b60,t2_aprime_core,aprime_0051_63864ca8c042,pi_gold_1dd8b92b471bce03,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0089_0605fcbde128.wav,yes,pi:Richard,5,1de2639cd4f53689e52f78d6ff835d481a53c02c0272c03ccf37d276c2fcf4ea,t2_aprime_core,aprime_0089_0605fcbde128,pi_gold_1de2639cd4f53689,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0110_2e424726f7ec.wav,yes,pi:Richard,5,2073aff220ad9f542c0a6f279bd101b198f0a0f42fccb83483da3fa8777d1045,t2_aprime_core,aprime_0110_2e424726f7ec,pi_gold_2073aff220ad9f54,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0480_dde3d7023a12.wav,yes,pi:Richard,5,22c025e2c749fba285564867961cbb2bb0fde468bcd32a85efdb881bc7f5a5d9,t2_aprime_core,aprime_0480_dde3d7023a12,pi_gold_22c025e2c749fba2,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0509_0b45d7de17e5.wav,yes,pi:Richard,5,24357be13b98c62f917ec5f52a49ddfa9bcee80d7965ab6f5803359b708bfb65,t2_aprime_core,aprime_0509_0b45d7de17e5,pi_gold_24357be13b98c62f,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0528_0dbe28d0086c.wav,yes,pi:Richard,5,24e13afd71e9f24f756fdec34e7cad3582202a39170a6dcb77c8f6d31bbdc34d,t2_aprime_core,aprime_0528_0dbe28d0086c,pi_gold_24e13afd71e9f24f,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0678_0359e11aa43e.wav,yes,pi:Richard,5,25811a2bccb530bbfb1b12335c2918e6463e1d148653f8f2c4a931198acd6f61,t2_aprime_core,aprime_0678_0359e11aa43e,pi_gold_25811a2bccb530bb,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0493_09ec62604c41.flac,yes,pi:Richard,5,264f00856d5f2fe0b81c39ff3366e98b0355f1397c2866069c33f14f0190c152,t2_aprime_core,aprime_0493_09ec62604c41,pi_gold_264f00856d5f2fe0,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0252_b907516a65fc.wav,yes,pi:Richard,5,2664ffc19acb67ea4fdac854a760257555e566b37c1bb419f214a2389723e51a,t2_aprime_core,aprime_0252_b907516a65fc,pi_gold_2664ffc19acb67ea,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0600_ecd8bddf55e3.flac,yes,pi:Richard,5,29f8113398455af4560fe11cf9ba11bc316de27e576816ea7e549f2c9bce2548,t2_aprime_core,aprime_0600_ecd8bddf55e3,pi_gold_29f8113398455af4,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0011_b9def10055a4.wav,yes,pi:Richard,5,2b277caa164814cb13749e130b1a2b6faa0478575e8c364576ca27adfb665307,t2_aprime_core,aprime_0011_b9def10055a4,pi_gold_2b277caa164814cb,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0320_93f891edfbd2.wav,yes,pi:Richard,5,2ebf42a0fab934bb2fe681c877c71b9635add6ffc8e214f08c3ff8855946c6c5,t2_aprime_core,aprime_0320_93f891edfbd2,pi_gold_2ebf42a0fab934bb,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0126_a6a45628d4c6.wav,yes,pi:Richard,5,30f817d9eda915eb7e101dc48b3e50243b07dee4c460a0a5626de507ddd1d096,t2_aprime_core,aprime_0126_a6a45628d4c6,pi_gold_30f817d9eda915eb,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0529_8e2c9a3cee0a.wav,yes,pi:Richard,5,31f8eaaffa82db6529f526fa89ecad30a86bbc2b020f1c25a4734d21a3eb5811,t2_aprime_core,aprime_0529_8e2c9a3cee0a,pi_gold_31f8eaaffa82db65,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0552_bcf31e098af0.wav,yes,pi:Richard,5,320db01acba84a530b9f7c366b7a5ac3b5c3f21104f30eb86ffd1ec326351758,t2_aprime_core,aprime_0552_bcf31e098af0,pi_gold_320db01acba84a53,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0673_e568f5b2e93e.flac,yes,pi:Richard,5,32463557a0938c1e3aca352f6ec494b55063372bcf48bb85330cafe3aef3eb18,t2_aprime_core,aprime_0673_e568f5b2e93e,pi_gold_32463557a0938c1e,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0641_b8020558b0b8.flac,no,pi:Richard,5,337d46ad54cfe76259fa1311897b60086f7bb0d5160e31fe2ccbb5186a347862,t2_aprime_core,aprime_0641_b8020558b0b8,pi_gold_337d46ad54cfe762,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0318_aff50034eabd.wav,no,pi:Richard,5,339e5ed78b7cd9f5f23ddf0bfa32a6d4084f83e70efbdb5948848a66a1edcca6,t2_aprime_core,aprime_0318_aff50034eabd,pi_gold_339e5ed78b7cd9f5,1
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_16_70313a930f10.flac,yes,pi:Richard,5,33bc9b9557a13eea1396263285a31b792c58e655d3f0284f41b6bc5021d4f42e,t1_decisive,decisive_16_70313a930f10,pi_gold_33bc9b9557a13eea,1
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_07_df9c1a8daced.flac,yes,pi:Richard,5,34fcdfb4ec9135ac936272829ff0649ee6b4172635e0cc0b98cc1d1f20a494ee,t1_decisive,decisive_07_df9c1a8daced,pi_gold_34fcdfb4ec9135ac,1
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_18_58bcda73b66c.flac,no,pi:Richard,5,36eb67fc6cef98964d812e0c157580e0f62e0d7dd5bd0877b9c28331d74ab2fb,t1_decisive,decisive_18_58bcda73b66c,pi_gold_36eb67fc6cef9896,1
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_26_b0bad4f5e44c.flac,yes,pi:Richard,5,382bb6bc4870ed4fd4fbc9fc7a183fb0677e1a3df9716bb9cbf6e720dd1d2544,t1_decisive,decisive_26_b0bad4f5e44c,pi_gold_382bb6bc4870ed4f,1
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_28_aa1162750fbc.flac,yes,pi:Richard,5,3891786077e4c8603b90975f9c742c735467321bce8d982f0b92bd3d434867ce,t1_decisive,decisive_28_aa1162750fbc,pi_gold_3891786077e4c860,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0201_c50b8689821f.wav,yes,pi:Richard,5,3ab6e7e386b6ff4f6d6f1955806424028cea44e254dbf85bb9636ba07a4f32a8,t2_aprime_core,aprime_0201_c50b8689821f,pi_gold_3ab6e7e386b6ff4f,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0452_2a25e418359d.flac,yes,pi:Richard,5,3db21cc0632b7777b43b9d4a34791e0cde22279ad2d9feb92a8d702c89e200f6,t2_aprime_core,aprime_0452_2a25e418359d,pi_gold_3db21cc0632b7777,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0468_95eb0717de90.wav,yes,pi:Richard,5,3e0d73ce346c042477d9914d1fbfcf06d8fb830221d29ce829f25a56141c1507,t2_aprime_core,aprime_0468_95eb0717de90,pi_gold_3e0d73ce346c0424,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0405_268bd5265d8e.flac,yes,pi:Richard,3,429dddf8d18f4ed0c8c5d8ec8613cc17fd2d5d8324989b803548b6f0b01bff4d,t1_decisive;t2_aprime_core,aprime_0405_268bd5265d8e;decisive_38_217a8f3c70ce,pi_gold_429dddf8d18f4ed0,2
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0013_787b3b17faad.wav,yes,pi:Richard,5,43b2503b128d68f66094ee91b830404094bec7abb182ee27a7b7234fdccd1776,t2_aprime_core,aprime_0013_787b3b17faad,pi_gold_43b2503b128d68f6,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0175_ccdd6965bd5c.flac,yes,pi:Richard,5,44fdddbe26e9c2c5ca381dc6ef7796623ce2c669df72e132ff3cde569a7b89a4,t2_aprime_core,aprime_0175_ccdd6965bd5c,pi_gold_44fdddbe26e9c2c5,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0614_0639947cd40b.flac,yes,pi:Richard,5,46f7966430cad85c0b36d5e9a7787d854d9a0a3258a3cd9e73e1d5bdbe333cd7,t2_aprime_core,aprime_0614_0639947cd40b,pi_gold_46f7966430cad85c,1
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_40_2fbec10d8a00.flac,yes,pi:Richard,5,475a345ba1e4277e23c52b18864b3f96d4f07bfda19620ea5fc5828109732ee8,t1_decisive,decisive_40_2fbec10d8a00,pi_gold_475a345ba1e4277e,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0490_55ab8e50a996.wav,yes,pi:Richard,5,4843a6abef2967049b864042f8cf3fb25c10786239bdd24eb46ed05b97869a1a,t2_aprime_core,aprime_0490_55ab8e50a996,pi_gold_4843a6abef296704,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0301_c2054a7fdca5.flac,yes,pi:Richard,5,485882cd006575ba0cee5b9a4f6d44d62bd7801e9888f23a1993009de26aab5b,t2_aprime_core,aprime_0301_c2054a7fdca5,pi_gold_485882cd006575ba,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0593_4efe81c7d888.wav,yes,pi:Richard,5,498440a854fc367c9c4aa460f0e4fc017b7c5d9d93e1edd217f82b9cb3d1492f,t2_aprime_core,aprime_0593_4efe81c7d888,pi_gold_498440a854fc367c,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0470_d418f7dcf6a8.wav,yes,pi:Richard,5,4b7e181e337d6d10daefb17977c759a69b20b732847769d30e24d807f5cb2956,t1_decisive;t2_aprime_core,aprime_0470_d418f7dcf6a8;decisive_15_cc2eb6bbefa7,pi_gold_4b7e181e337d6d10,2
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0101_a0d29cf558ff.wav,yes,pi:Richard,5,4c458237d63c6c918a20657006ede8c07fccdd72d75172306052ebfa7096dd64,t2_aprime_core,aprime_0101_a0d29cf558ff,pi_gold_4c458237d63c6c91,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0628_28952d1a4b83.wav,yes,pi:Richard,5,4fca20c07654031c5d646c41cf099f9fad5927b6027f1234fe989a60c30a3dd7,t2_aprime_core,aprime_0628_28952d1a4b83,pi_gold_4fca20c07654031c,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0371_7d422f0f0050.flac,yes,pi:Richard,5,5027e9e580ab8d232bc4bef7c6af65e8a9741c7005d5357d311d386a0e6e3033,t2_aprime_core,aprime_0371_7d422f0f0050;aprime_0430_f9f21f0c2ce4,pi_gold_5027e9e580ab8d23,2
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0281_36a3b49e6073.wav,yes,pi:Richard,5,5117199c8f06d54fc04ed25a828817b074ac9a39295412f698f41e63a2955224,t2_aprime_core,aprime_0281_36a3b49e6073,pi_gold_5117199c8f06d54f,1
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_12_f399470c98da.flac,no,pi:Richard,5,514c7a03f7b321d9d8c5657cfb58c6312a2e63da2ad67e5039ffb952439cbf40,t1_decisive,decisive_12_f399470c98da,pi_gold_514c7a03f7b321d9,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0234_f26770d95b42.wav,yes,pi:Richard,5,526a9b8268cb77317bf81813a6c868639ee4030bd5519bdbd41df47111ff9088,t2_aprime_core,aprime_0234_f26770d95b42,pi_gold_526a9b8268cb7731,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0617_862c4e1adf94.wav,yes,pi:Richard,5,52c85995932630b024a8ec48d9ce8b703a45697d854ac9cd93868265d2fda9e0,t2_aprime_core,aprime_0617_862c4e1adf94,pi_gold_52c85995932630b0,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0001_2856569ce627.wav,yes,pi:Richard,5,52f3ee7cf0eaca816a40d7a810facac9243d1035eaeb344b6321a1034dee5ebc,t2_aprime_core,aprime_0001_2856569ce627,pi_gold_52f3ee7cf0eaca81,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0644_d370ede41172.flac,yes,pi:Richard,5,536f53733d4bd72473286592810acddf9acd56ce8b0671928050af8d8c655749,t2_aprime_core,aprime_0644_d370ede41172,pi_gold_536f53733d4bd724,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0375_6583ccd2159b.wav,yes,pi:Richard,5,5539b3b22c7d3004cf2b10d27138c1549108c18fbbc10d992a1810a81d18b853,t2_aprime_core,aprime_0375_6583ccd2159b,pi_gold_5539b3b22c7d3004,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0071_a6902228de1a.wav,yes,pi:Richard,5,55915924ce1b2850e33634bf7d46f2ab9fff03ec9eded9c82b0d89e8ac89d2c8,t2_aprime_core,aprime_0071_a6902228de1a,pi_gold_55915924ce1b2850,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0199_0b332e9c48bb.wav,yes,pi:Richard,5,56ce3e69911f05bb85f3319d16acddb397dea7eb36c250cda8e0d1c9d21e3ad5,t2_aprime_core,aprime_0199_0b332e9c48bb,pi_gold_56ce3e69911f05bb,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0016_190db19d0ad7.wav,yes,pi:Richard,5,59dfdda7c403cd37c13185b9e54755f25ba4eb4642e83602e375895579835a02,t2_aprime_core,aprime_0016_190db19d0ad7,pi_gold_59dfdda7c403cd37,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0069_58b473a79c94.wav,yes,pi:Richard,5,5ab347451b2a4054130398bd7a7aef71491fab6cd3902a3845efe3d7cc266f76,t2_aprime_core,aprime_0069_58b473a79c94,pi_gold_5ab347451b2a4054,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0548_94fe5343553d.wav,yes,pi:Richard,5,5c53f6fb8871cbc1aa919fff8e6aa2c49bc932ccdf98119a28a69d02eedb46cb,t2_aprime_core,aprime_0548_94fe5343553d,pi_gold_5c53f6fb8871cbc1,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0120_d6228d2f0283.flac,yes,pi:Richard,5,5c609482230714e705be5284c5e99cc778a91218bf74e0653fb94440ecebf836,t2_aprime_core,aprime_0120_d6228d2f0283,pi_gold_5c609482230714e7,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0440_5a67c447858a.wav,yes,pi:Richard,5,5c9f1a817acc0e7e9c0d48ac6f27762b4f3c73fc2a3bd2d8f32d776b08f72616,t2_aprime_core,aprime_0440_5a67c447858a,pi_gold_5c9f1a817acc0e7e,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0415_fca707c18fa5.flac,yes,pi:Richard,5,5d8634ff0e85177262e151b1b62eba2d351561fd62e06825e52559778f20d579,t2_aprime_core,aprime_0415_fca707c18fa5,pi_gold_5d8634ff0e851772,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0686_e1ab9d96e86d.wav,yes,pi:Richard,4,5dda6195c073c32c17d22554df5705008a448486a3616f21c03e0e242c06595d,t2_aprime_core,aprime_0686_e1ab9d96e86d,pi_gold_5dda6195c073c32c,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0588_1e3858b0eca8.wav,yes,pi:Richard,5,5ee7314302f870a4cf757c5d4c3c7eb053cdb346faf40703b6b36d8c2f4d0144,t2_aprime_core,aprime_0588_1e3858b0eca8,pi_gold_5ee7314302f870a4,1
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_22_92b51bc2af21.flac,yes,pi:Richard,5,60acb3289a79c023826c92bd2237655d12aebd7a64d1f13be24d18017b39754e,t1_decisive,decisive_22_92b51bc2af21,pi_gold_60acb3289a79c023,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0395_eda0a4601ec1.wav,yes,pi:Richard,5,614b51f5518e7e60b7149b771b84aa41b05c4e31ce2bafef75974193718f5ff8,t2_aprime_core,aprime_0395_eda0a4601ec1,pi_gold_614b51f5518e7e60,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0178_426aef858d6a.wav,yes,pi:Richard,5,61aba5a6bff238af139bdf42e55da5c26c2d7c7c1313bb31b850fe89162f5b60,t2_aprime_core,aprime_0178_426aef858d6a,pi_gold_61aba5a6bff238af,1
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_13_b3a352f3258a.flac,yes,pi:Richard,5,62d06239452b79177c4e0e0eeb01cc35f920af81f508433e11610046e24a07c6,t1_decisive,decisive_13_b3a352f3258a,pi_gold_62d06239452b7917,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0462_c4e504aa2898.wav,no,pi:Richard,4,65bce3cf6fe4645bddc634d8d25da3ff6efc1baa8b29f6e0b0a7525774aa44f4,t2_aprime_core,aprime_0462_c4e504aa2898,pi_gold_65bce3cf6fe4645b,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0104_48bbf5a928f5.wav,yes,pi:Richard,5,6601ec74fc382b6bfb49fd30936deb13b9417254dcdb6e68d6bda5aa1bb9cb8a,t2_aprime_core,aprime_0104_48bbf5a928f5,pi_gold_6601ec74fc382b6b,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0394_166a16fd29b6.wav,yes,pi:Richard,5,6813542e5a018ca9cf0d049877d049b70a8cad327175bfb668f40e85056a734b,t2_aprime_core,aprime_0394_166a16fd29b6,pi_gold_6813542e5a018ca9,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0220_26f2409390d0.wav,yes,pi:Richard,5,694a081df9cf60d41b0a32a600c133210475a48cd6570fec02075885a8e6e48b,t2_aprime_core,aprime_0220_26f2409390d0,pi_gold_694a081df9cf60d4,1
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_03_274ef1cb38b6.flac,yes,pi:Richard,5,6963a95799c77b1d0b729b4a5719ebf795a67eb5f680498d02c164bd8001584a,t1_decisive,decisive_03_274ef1cb38b6,pi_gold_6963a95799c77b1d,1
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0377_f5a5087746aa.wav,yes,pi:Richard,5,6a03282ad536d33b74aba6fd974c5a1ed55678c9ec2e8b56c418c2f486292da9,t2_aprime_core,aprime_0377_f5a5087746aa,pi_gold_6a03282ad536d33b,1
